inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
CDSXVXMUMRBIGJ-UHFFFAOYSA-N,Chembl3604735,0,-2,-2,12,1,2,2,GCWIQUVXWZWCLE-INIZCTEOSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,Cpi-0610,Amodiaquine,SVOQIEJWJCQGDQ-UHFFFAOYSA-N
XEEQGYMUWCZPDN-UHFFFAOYSA-N,Mefloquine,1,1,2,12,1,2,2,GCWIQUVXWZWCLE-INIZCTEOSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Cpi-0610,Amodiaquine,Terbinafine
RJXSUDNVAHALJK-UHFFFAOYSA-N,Chemdiv1_010450,0,-2,-2,12,1,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
ONWXIFYYIJRKRF-UHFFFAOYSA-N,"N1-(7-Chloroquinolin-4-Yl)-N4,N4-Diethyl-2-(4-Methoxyphenyl)Butane-1,4-Diamine",0,-2,-2,11,1,2,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Amodiaquine,Quinacrine,Terbinafine
ZCCSXSGQBCSILH-UHFFFAOYSA-N,Chembl3120280,0,-2,-2,11,0,2,3,OVCDSSHSILBFBN-UHFFFAOYSA-N,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Amodiaquine,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,Terbinafine
DBOUGBAQLIXZLV-UHFFFAOYSA-N,Chlorproethazine,1,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
FTCNBUOQORTZBK-UHFFFAOYSA-N,"2-(4-Chlorophenyl)-N-(7-Chloroquinolin-4-Yl)-N',N'-Diethylpentane-1,5-Diamine",0,-2,-2,10,1,1,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Amodiaquine,Quinacrine,Terbinafine
MIMNIDIHOQDTFD-UHFFFAOYSA-N,"1,3-Dimethyl-6,8-Dimethoxy-5-(4,5-Dimethoxy-7-Methyl-1-Naphthyl)-3,4-Dihydroisoquinoline",0,-2,-2,10,0,2,3,GPKJTRJOBQGKQK-UHFFFAOYSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,JUZYLCPPVHEVSV-UHFFFAOYSA-N,Quinacrine,Amodiaquine,Elvitegravir
PZDSRPCFNWOUFP-IBGZPJMESA-N,(S)-5-(7-(4-(4-Ethyl-45-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,1,-2,-2,10,0,1,2,FOQRKFCLRMMKAT-UHFFFAOYSA-N,KCFYEAOKVJSACF-UHFFFAOYSA-N,GLVAUDGFNGKCSF-UHFFFAOYSA-N,Pd144418,Umifenovir,Mercaptopurine
MTCDAAIAIIMJHW-UHFFFAOYSA-N,Nsc10037,0,-2,-2,10,1,1,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Amodiaquine,Quinacrine,Terbinafine
DSMFZNJRJXGJSS-UHFFFAOYSA-N,Nsc10036,0,-2,-2,10,1,1,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Amodiaquine,Quinacrine,Terbinafine
ZQTVCQIJTREKSP-UHFFFAOYSA-N,Propiopromazine,1,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
HDOZVRUNCMBHFH-UHFFFAOYSA-N,Zotepine,1,-2,-2,10,1,2,2,IWUCXVSUMQZMFG-AFCXAGJDSA-N,KRMDCWKBEZIMAB-UHFFFAOYSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Levovirin,Amitriptyline,Haloperidol
JTTAUPUMOLRVRA-UHFFFAOYSA-N,Prothipendyl,1,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
UVOIBTBFPOZKGP-UHFFFAOYSA-N,Propiomazine,1,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
TYUBPMFKQHTCNE-UHFFFAOYSA-N,Chembl3617353,0,-2,-2,10,0,2,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,Amodiaquine,Terbinafine,Cpi-0610
PLENCLDCTYRFDI-UHFFFAOYSA-N,Chembl2181207,0,-2,-2,10,0,2,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,Amodiaquine,Terbinafine,Cpi-0610
YMXLDCZQTRKESQ-UHFFFAOYSA-N,Chembl3617452,0,-2,-2,10,0,2,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,Amodiaquine,Terbinafine,Cpi-0610
VRQVVMDWGGWHTJ-CQSZACIVSA-N,Methotrimeprazine,1,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
SLFGIOIONGJGRT-UHFFFAOYSA-N,Cyamemazine,1,-2,-2,10,1,2,2,IWUCXVSUMQZMFG-AFCXAGJDSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,KRMDCWKBEZIMAB-UHFFFAOYSA-N,Levovirin,Quinacrine,Amitriptyline
USKHCLAXJXCWMO-OAHLLOKOSA-N,Ac1Mmynx,0,-2,-2,10,1,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
LWYPSDROYWEEAI-CSKARUKUSA-N,Chembl111539,0,-2,-2,9,0,1,3,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Amodiaquine,Terbinafine,Quinacrine
JYQXXFRRTJCCDY-UHFFFAOYSA-N,JYQXXFRRTJCCDY-UHFFFAOYSA-N,0,-2,-2,9,1,1,2,GCWIQUVXWZWCLE-INIZCTEOSA-N,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,Cpi-0610,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,Amodiaquine
WOJFAPUTPSWFLJ-INIZCTEOSA-N,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,1,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,FOQRKFCLRMMKAT-UHFFFAOYSA-N,,Umifenovir,Pd144418,
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,Promazine,1,-2,-2,8,1,1,2,IWUCXVSUMQZMFG-AFCXAGJDSA-N,KRMDCWKBEZIMAB-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Levovirin,Amitriptyline,Quinacrine
AQILFLLHLFBLLG-UHFFFAOYSA-N,(METHYLPYRIDAZINE PIPERIDINE BUTYLOXYPHENYL)ETHYLACETATE,1,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,FOQRKFCLRMMKAT-UHFFFAOYSA-N,,Umifenovir,Pd144418,
VLQYOVWZDDQTOD-UHFFFAOYSA-N,"Ethyl 4-[5-(Ethoxycarbonyl)-2-Methyl-1,3-Thiazol-4-Yl]Piperidine-1-Carboxylate",0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
SQDPYBOZFFISRN-UHFFFAOYSA-N,Smr000109014,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
DUXABYWEARCSOE-UHFFFAOYSA-N,An-465/42895216,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
MDNVOQROJRDHOJ-AATRIKPKSA-N,10X-0858,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
FMKVZGXGGANQCZ-UHFFFAOYSA-N,3F-088,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
OQKARIMHVKBIOW-UHFFFAOYSA-N,Ac1My31O,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
NZDNHRDPEYHJMS-UHFFFAOYSA-N,Ac1Llorf,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
ZWESMUVWWIABJU-UHFFFAOYSA-N,Ac1L8Tsg,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Quinacrine,Amodiaquine,Hexachlorophene
NHVDPRSTVDGZQG-UHFFFAOYSA-N,Stk278323,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
OXAUOBQMCDIVPQ-IOXNKQMXSA-N,Zuclopenthixol Acetate,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Quinacrine,Levovirin,Haloperidol
TUBSHGMYUSIEGO-UHFFFAOYSA-N,Ac1Mw25X,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
UIKWDDSLMBHIFT-UHFFFAOYSA-N,Flupentixol Decanoate,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Quinacrine,Levovirin,Haloperidol
GMOQNVWEHRELHN-UHFFFAOYSA-N,Smr000060733,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
QNINKHGCRZZIGB-UHFFFAOYSA-N,Chembl167718,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
VIQCGTZFEYDQMR-UHFFFAOYSA-N,Fluphenazine Decanoate,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,KRMDCWKBEZIMAB-UHFFFAOYSA-N,Quinacrine,Levovirin,Amitriptyline
RMAXIRGCYLKBAA-UHFFFAOYSA-N,Smr000038888,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
BVSUHJNFENPVAJ-UHFFFAOYSA-N,Chembl1513587,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
UVPMUSJHFUISPH-UHFFFAOYSA-N,Ac1Me3Du,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
OEKQBOSRQSNZJK-UHFFFAOYSA-N,Ac1Lucdf,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,Thiopropazate,1,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
OFTSPHWPCJFQCN-UHFFFAOYSA-N,Chembl321786,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,GLWHPRRGGYLLRV-XLPZGREQSA-N,,Umifenovir,Zidovudine Triphosphate,
BFKKEPHKHJCDST-UHFFFAOYSA-N,Mls000688464,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
FIKKAIJRVLNWOS-UHFFFAOYSA-N,Chembl3360558,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
MDPOSPJVRRWFCU-UHFFFAOYSA-N,"Methyl 4-[(Methoxycarbonyl)Amino]-2-Methyl-5-Oxo-4-(Trifluoromethyl)-4,5-Dihydro-1H-Pyrrole-3-Carboxylate",0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
QQSBRRVYKYFYQA-UHFFFAOYSA-N,Nsc169676,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
PWEGQJCIAMJJHC-UHFFFAOYSA-N,Perphenazine enanthate,1,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Quinacrine,Levovirin,Haloperidol
JYLOVBIKEYPSER-UHFFFAOYSA-N,Dimethyl 2-[(Phenoxycarbonyl)Amino]Terephthalate,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
BQVKHSWJSBZCTN-UHFFFAOYSA-N,Ac1L26Lr,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
VAFXEDSHHMPNAU-GHRIWEEISA-N,VAFXEDSHHMPNAU-GHRIWEEISA-N,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
GJFQGIDAXKOEEB-UHFFFAOYSA-N,Ac1Ldfwn,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
KVYARXTXGITUCU-UHFFFAOYSA-N,2-Iodobenzylthio Group,1,-2,-2,8,0,1,1,FOQRKFCLRMMKAT-UHFFFAOYSA-N,KCFYEAOKVJSACF-UHFFFAOYSA-N,JRURYQJSLYLRLN-BJMVGYQFSA-N,Pd144418,Umifenovir,Entacapone
DCCSDBARQIPTGU-HSZRJFAPSA-N,Fesoterodine,1,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,SGTNSNPWRIOYBX-UHFFFAOYSA-N,,Umifenovir,Dexverapamil,
VOYATJRBIIBIOP-UUYOSTAYSA-N,VOYATJRBIIBIOP-UUYOSTAYSA-N,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
PGLJCSZNFGDTFZ-UHFFFAOYSA-N,19160-62-4,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Quinacrine,Amodiaquine,Terbinafine
CDOZDBSBBXSXLB-UHFFFAOYSA-N,Profenamine,1,-2,-2,8,1,1,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
ROVPZRAZJPITKN-UHFFFAOYSA-N,Methyl 2-Hydroxy-4-(4-Methoxyphenyl)-4-Oxo-2-(Trifluoromethyl)Butanoate,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
VGDJMCOVGPXEGS-UHFFFAOYSA-N,Mls000704185,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
HKXACQIBBIQSFW-UHFFFAOYSA-N,Mls000589427,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
DVLBYTMYSMAKHP-UHFFFAOYSA-N,Butaperazine,1,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
UMQZMTNEQMDJIG-NOZRDPDXSA-N,Chembl1957790,0,-2,-2,8,0,1,3,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Terbinafine,Cpi-0610,Quinacrine
AQJQFCRTSWIUCY-UHFFFAOYSA-N,2-[4-(2H-14-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-13-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER,1,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,FOQRKFCLRMMKAT-UHFFFAOYSA-N,,Umifenovir,Pd144418,
DVALMABQHOUPAO-UHFFFAOYSA-N,Ac1Mdjtp,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
SGNCRBDRAPGGCK-UHFFFAOYSA-N,Ac1L8Rwl,0,-2,-2,8,0,2,2,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,OVCDSSHSILBFBN-UHFFFAOYSA-N,Terbinafine,Quinacrine,Amodiaquine
UICJUHYDBFXQQS-CMDGGOBGSA-N,Stk037747,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,REQCZEXYDRLIBE-UHFFFAOYSA-N,,Umifenovir,Procainamide,
CLZSZXFWIQZEED-UHFFFAOYSA-N,Mls000776692,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
YYOWZTRRPNMLDR-UHFFFAOYSA-N,Chembl435256,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
SIEZTYFZHKKXOQ-NOZRDPDXSA-N,Chembl1957791,0,-2,-2,8,0,1,3,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Terbinafine,Cpi-0610,Quinacrine
HTXMZVJFAJCANG-UHFFFAOYSA-N,Mls001060821,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,FOQRKFCLRMMKAT-UHFFFAOYSA-N,SGTNSNPWRIOYBX-UHFFFAOYSA-N,Umifenovir,Pd144418,Dexverapamil
OJWOUYDSORQFOY-UHFFFAOYSA-N,Chembl107899,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,GLWHPRRGGYLLRV-XLPZGREQSA-N,,Umifenovir,Zidovudine Triphosphate,
KLBQZWRITKRQQV-UHFFFAOYSA-N,Thioridazine,1,-2,-2,8,1,1,2,IWUCXVSUMQZMFG-AFCXAGJDSA-N,KRMDCWKBEZIMAB-UHFFFAOYSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Levovirin,Amitriptyline,Haloperidol
NAGFMACWWJYORB-UHFFFAOYSA-N,2-Fluoro-N-Methylbenzamide,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
LRWSFOSWNAQHHW-UHFFFAOYSA-N,Fluphenazine Enanthate,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Quinacrine,Levovirin,Haloperidol
QVSJLWVACPRPIK-UHFFFAOYSA-N,Stk075213,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
WAVWONFNDBPAGA-UHFFFAOYSA-N,Perphenazine Decanoate,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Quinacrine,Levovirin,Haloperidol
VIEBGHIBCUYPNE-VWNXMTODSA-N,Chembl1957676,0,-2,-2,8,0,1,3,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Terbinafine,Cpi-0610,Quinacrine
HRGLEAFLRXALAK-UHFFFAOYSA-N,Chembl1835102,0,-2,-2,8,0,1,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,VDHAWDNDOKGFTD-UHFFFAOYSA-N,GLVAUDGFNGKCSF-UHFFFAOYSA-N,Amodiaquine,Cinacalcet,Mercaptopurine
GKIQEMNPCOCAJX-UHFFFAOYSA-N,Phenyl-(1-Pyridin-4-Yl-Ethyl)-Amine,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
MODVAHYVWAMINN-UHFFFAOYSA-N,Mls000704657,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
YPYYPOYQUMYMKR-UHFFFAOYSA-N,Chembl1214402,0,-2,-2,8,0,1,2,OVCDSSHSILBFBN-UHFFFAOYSA-N,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,GCWIQUVXWZWCLE-INIZCTEOSA-N,Amodiaquine,Terbinafine,Cpi-0610
FTBSQBKUYKATOD-UHFFFAOYSA-N,Ac1Lcxwo,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
DWXRQMRAQORODI-MDZDMXLPSA-N,1L-403S,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
LHAVXLPMTBWBAI-UHFFFAOYSA-N,Mls000733035,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
HICFFJZGXWEIHN-UHFFFAOYSA-N,7-Hydroxychlorpromazine,0,-2,-2,8,0,2,2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,,Quinacrine,Levovirin,
XRTVUZOZPMBKFC-UHFFFAOYSA-N,Cbmicro_043101,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
JDDOFJFMUWAPCW-UHFFFAOYSA-N,Smr000243909,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
ZMINDHZDQBHQJT-UHFFFAOYSA-N,"Ethyl 5-Acetyl-6-Hydroxy-2-Imino-1-Methyl-1,2-Dihydropyridine-3-Carboxylate",0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
IVSMUUVQRGVLRH-UHFFFAOYSA-N,Smr000247758,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
FLPCEDJQHXICRU-UHFFFAOYSA-N,Ac1N4J0B,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
BAKDMPGRRSERSX-UHFFFAOYSA-N,Ac1Ly6Ki,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,DQFBYFPFKXHELB-UHFFFAOYSA-N,,Umifenovir,Dqfbyfpfkxhelb-Uhfffaoysa-N,
SNKYYZWONBESHP-UHFFFAOYSA-N,Mls000588694,0,-2,-2,8,0,1,1,KCFYEAOKVJSACF-UHFFFAOYSA-N,,,Umifenovir,,
