inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
PAADDBVCBWRBBU-PQQNNWGCSA-N,Chembl554537,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
SRXFGKMXZMEZJK-JSWFPZAHSA-N,Chembl1269593,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
DJAWTLHBPPQMPV-RRPNLBNLSA-N,Nsc-181486,0,-2,-2,0,0,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
FFDBEIXGRMQNQA-MPQUPPDSSA-N,Chembl554170,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
NGZXDRGWBULKFA-VSGBNLITSA-N,(-)-Bebeerine,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
ZTBBOIYRZHAFIN-UHFFFAOYSA-N,Chembl1940402,0,-2,-2,0,0,3,3,3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Haloperidol
DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine,0,0,0,2,2,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
VPUNMTHWNSJUOG-WEFSHINVSA-N,Thevefolin,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
VPUNMTHWNSJUOG-VZCPFXLZSA-N,Nsc123976,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
ZJMYHEVTMWXXMA-UHFFFAOYSA-N,Nsc409664,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
ZJMYHEVTMWXXMA-SVEHJYQDSA-N,Nsc-409664,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
CQAFKYAZKRDXKE-SRXZLWNESA-N,Cyclosporin Analogue 43,0,-2,-2,0,0,3,4,4,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
CQAFKYAZKRDXKE-KCJSDLITSA-N,Chembl2372474,0,-2,-2,0,0,3,4,4,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
BHDHIARYCQASQQ-KSISVUKISA-N,Chembl1269586,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
DJAWTLHBPPQMPV-UHFFFAOYSA-N,Trigilletine,0,-2,-2,0,0,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
IPDSMZFDGQKXHO-PIPXXAPASA-N,Chembl407456,0,-2,-2,0,0,3,4,4,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
JUIKZWZBNNLTFR-OIDHKYIRSA-N,Chembl555467,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
SVQMVSCWYACSCP-KYJUHHDHSA-N,Thalidasine,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
WVOQFNOZCJSUSJ-TYZCMXGPSA-N,Chembl2370572,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
MZTXBESCVZFFQE-URLMMPGGSA-O,Spbio_002561,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
INUHRHLZFLIFNB-UHFFFAOYSA-N,Oxofangchirine,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
WVTKBKWTSCPRNU-IHLOFXLRSA-N,Tetrandrine,1,-2,-2,2,2,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
JEKDOWMTUCHNIR-UHFFFAOYSA-N,Ac1Nf96P,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
WVOQFNOZCJSUSJ-SJMJNALBSA-N,Chembl2375162,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
PUAVTDKYTXNVBU-OIDHKYIRSA-N,Chembl405686,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
FBYTYZIJLCKBQE-MPQUPPDSSA-N,Chembl555469,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
XJEJTIOABZVCNJ-WUFINQPMSA-N,Ac1L9X2E,0,-2,-2,0,0,3,4,4,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
ODCYIKWOTVSPKB-UHFFFAOYSA-N,Funiferine,0,-2,-2,0,0,3,3,4,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
WVOQFNOZCJSUSJ-JETILXCKSA-N,Chembl3038091,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
YWNUNVSMOKMJMG-GDLZYMKVSA-N,Stock1N-18333,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine,0,0,0,1,1,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
DFZMWWCBMPCKFD-DTLHCQOUSA-N,[(40-Oh)Meleu]4-Cyclosporin A,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
IYEARVIIQYFJFO-UAWWPWJXSA-N,Cyclosporin Analogue 5,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
SYXYUKMELXLDBD-PLFKCFKRSA-N,Chembl2372494,0,-2,-2,2,2,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
IGGMWDYWFSLMOW-SVBPBHIXSA-N,Mls002473157,0,-2,-2,0,0,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
UUURWWVPMHAACP-UHFFFAOYSA-N,Ac1L82Sv,0,-2,-2,1,1,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
QLJRJCDCZGNOIC-NZYPTTNCSA-N,Chembl2043016,0,-2,-2,0,0,3,3,4,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
HGNHIFJNOKGSKI-WDYNHAJCSA-N,Oxyacanthine,0,-2,-2,1,1,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
SODLLPYGRVMWNH-IZLXSDGUSA-N,Chembl2163794,0,-2,-2,1,1,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
HGNHIFJNOKGSKI-UHFFFAOYSA-N,Oxycanthine,0,-2,-2,1,1,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
SYXYUKMELXLDBD-VXGABFOJSA-N,Cyclosporin Analogue 1,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
JFJZZMVDLULRGK-UHFFFAOYSA-O,Tubocurarine,1,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
VPUNMTHWNSJUOG-BAOINKAISA-N,Neriifolin,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
DUGOWPBTYKTTCP-UHFFFAOYSA-N,Chembl109803,0,-2,-2,0,0,3,3,3,QWAXKHKRTORLEM-UHFFFAOYSA-N,Saquinavir
TUOHGYWWSZWQKZ-KQEVGHMQSA-N,Chembl326025,0,-2,-2,0,0,3,4,5,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
IIQSJHUEZBTSAT-VMPREFPWSA-N,Fangchinoline,0,-2,-2,1,1,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin,1,2,5,2,2,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
ABBWCZBJFPOQMK-MPQUPPDSSA-N,Chembl554313,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
QWSAYEBSTMCFKY-UHFFFAOYSA-N,Trans Resveratrol 3-O-Beta-D-Glucuronide,0,-2,-2,0,0,3,3,3,HSTZMXCBWJGKHG-UHFFFAOYSA-N,Polydatin
JFJZZMVDLULRGK-VMPREFPWSA-O,Tubocurarine,1,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
GBAVOQOMIYSWGW-JHWHNHJXSA-N,Chembl1269588,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
GMAJRXOYQVZSRJ-IOWSJCHKSA-N,Unii-947Txz810I,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
ZMKGDQSIRSGUDJ-VSROPUKISA-N,Cyclosporin G,0,-2,-2,0,0,3,4,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
NPEONIHYDZZZGH-FAYQIQJBSA-N,Chembl2372485,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
SXPLGDIBIBYDHC-PBIKNJLJSA-N,Ac1L9X2B,0,-2,-2,0,0,3,3,4,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
RKUUVJYLJXYLRY-UHFFFAOYSA-N,Chembl186426,0,-2,-2,0,0,3,3,3,QWAXKHKRTORLEM-UHFFFAOYSA-N,Saquinavir
FVUWRGZYTYVJIV-DJBJBRADSA-N,Chembl2372497,0,-2,-2,0,0,3,4,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
KPCQWYVBTAWTPJ-MPQUPPDSSA-N,Chembl540688,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
JFJZZMVDLULRGK-URLMMPGGSA-O,Tubocurarine,1,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
VPUNMTHWNSJUOG-MSXBREHESA-N,Chembl1355522,0,-2,-2,0,0,3,4,5,VSZGPKBBMSAYNT-RRFJBIMHSA-N,Oseltamivir
VPUNMTHWNSJUOG-UHFFFAOYSA-N,Neriifolin,0,-2,-2,0,0,3,4,5,VSZGPKBBMSAYNT-RRFJBIMHSA-N,Oseltamivir
IIQSJHUEZBTSAT-UHFFFAOYSA-N,Fangchinoline,0,-2,-2,1,1,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
LFFQVHXIFJLJSP-VSGBNLITSA-N,Nsc-93674,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
IJHJUXHIEFZHAS-MPQUPPDSSA-N,Chembl537952,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
FVUWRGZYTYVJIV-UAWWPWJXSA-N,Cyclosporin Analogue 34,0,-2,-2,0,0,3,4,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
ZHLSFKRYXVZYFT-KGNYYXFWSA-N,Chembl467622,0,-2,-2,0,0,3,6,6,VSZGPKBBMSAYNT-RRFJBIMHSA-N,Oseltamivir
VPUNMTHWNSJUOG-QWKCNQPQSA-N,18810-25-8,0,-2,-2,0,0,3,4,5,VSZGPKBBMSAYNT-RRFJBIMHSA-N,Oseltamivir
LFFQVHXIFJLJSP-IZLXSDGUSA-N,Aromoline,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
RIZULOWDBGNKDX-UHFFFAOYSA-N,Chembl327087,0,-2,-2,0,0,3,4,5,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
FXHIKAXRUIPGQY-OIDHKYIRSA-N,Chembl554314,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
ZSNYYEIGOZADKA-FRIRCVJWSA-N,Chembl411623,0,-2,-2,0,0,3,6,6,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
MTTANYDQFAAJNM-OIDHKYIRSA-N,Chembl555468,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
OQZGLOBKVNEEPK-HSASYKPZSA-N,Chembl2023572,0,-2,-2,0,0,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
RPJPZDVUUKWPGT-UHFFFAOYSA-N,9-(N-methyl-L-isoleucine)-cyclosporin A,1,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
HIQZXOFBXJICTD-UHFFFAOYSA-N,Ac1Mrpw3,0,-2,-2,0,0,3,3,4,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
WVTKBKWTSCPRNU-UHFFFAOYSA-N,Tetrandrine,1,-2,-2,1,1,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
MNNXIEANPHEHSB-WDYNHAJCSA-N,Antioquine,0,-2,-2,0,0,3,3,3,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide
PMATZTZNYRCHOR-OYFYQLEOSA-N,Ciclosporin,1,-2,-2,2,2,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
UYPPEWHLQQUDPM-XFHVWFGQSA-N,Cyclosporin Analogue 52,0,-2,-2,0,0,3,4,4,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
ZSNYYEIGOZADKA-ZKBJLZNZSA-N,Chembl2370885,0,-2,-2,0,0,3,6,6,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
JPTSMZMSIACDAD-UHFFFAOYSA-N,Chembl1940404,0,-2,-2,0,0,3,3,3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Haloperidol
UYPPEWHLQQUDPM-PNVMGJOXSA-N,Chembl2372468,0,-2,-2,0,0,3,4,4,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
VFYRHFIAVBNAOB-OIDHKYIRSA-N,Chembl554765,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
JXGPCIFTVXIJMH-VNHFGJPGSA-N,Chembl1269584,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
KINBCVMCTUBHEP-DBDXMLRGSA-N,Chembl3038087,0,-2,-2,1,1,3,5,5,OGHNVEJMJSYVRP-UHFFFAOYSA-N,Carvedilol
NPEONIHYDZZZGH-MCZUJRCLSA-N,Cyclosporin Analogue 41,0,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
CVPXZGNJEDAIKS-OIDHKYIRSA-N,Chembl558941,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
FTTRBURLSJZHNY-SZAHLOSFSA-N,Chembl554308,0,-2,-2,0,0,3,3,3,WOBPZFKXPCYOLU-YBFXNURJSA-N,Mls000690029
ANOXEUSGZWSCQL-KYJUHHDHSA-N,Mls002473211,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
RPJPZDVUUKWPGT-FOIHOXPVSA-N,9-(N-methyl-L-isoleucine)-cyclosporin A,1,-2,-2,0,0,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
PMATZTZNYRCHOR-HHPJSCBPSA-N,Ciclosporin,1,-2,-2,2,2,3,5,5,PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene,1,0,3,1,1,2,2,2,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LZIGPVRBBXQNMS-UHFFFAOYSA-N,Schembl16356000,0,-2,-2,0,0,2,2,2,MQQNFDZXWVTQEH-UHFFFAOYSA-N,Nafamostat
WEYVCQFUGFRXOM-UHFFFAOYSA-N,Perazine,1,-2,-2,0,0,2,2,2,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Efavirenz
HPWBHQIUIBFTQC-UHFFFAOYSA-N,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,1,-2,-2,0,0,2,2,2,XSCGXQMFQXDFCW-UHFFFAOYSA-N,Triflupromazine
CTNRQINHVWUZOO-AWEZNQCLSA-N,Chembl2431077,0,-2,-2,1,1,2,2,2,GCWIQUVXWZWCLE-INIZCTEOSA-N,Cpi-0610
YKYPLKQLJHRQBH-UYPYDWMASA-N,Chembl548785,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Arformoterol
LAVGXZGVOUSWFG-VWLOTQADSA-N,Chembl1259085,0,-2,-2,0,0,2,2,2,VDHAWDNDOKGFTD-UHFFFAOYSA-N,Cinacalcet
SHHXPBZUARGGAY-ACJLOTCBSA-N,Chembl39596,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Arformoterol
CFOQGBUQTOGYKI-UHFFFAOYSA-N,4-Nitrophenyl 4-Guanidinobenzoate,0,-2,-2,0,0,2,2,2,XADCESSVHJOZHK-UHFFFAOYSA-N,Meperidine
PMJIHLSCWIDGMD-UHFFFAOYSA-N,Tideglusib,1,0,0,1,1,2,2,2,PMATZTZNYRCHOR-UHFFFAOYSA-N,Ciclosporin
PAQZZCOZHPGCFW-UHFFFAOYSA-N,Sulfinalol,0,-2,-2,1,1,2,2,2,SGTNSNPWRIOYBX-UHFFFAOYSA-N,Dexverapamil
GIIRHITWHGRFQI-UHFFFAOYSA-N,Chembl1688550,0,-2,-2,0,0,2,2,2,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Efavirenz
LTMHDMANZUZIPE-AZMGZLNNSA-N,Digoxin,1,-2,-2,1,1,2,5,5,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
