inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
DFOCUWZXJBAUSQ-UHFFFAOYSA-N,Berbamine,0,-2,-2,2,2,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
PAADDBVCBWRBBU-PQQNNWGCSA-N,Chembl554537,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
AMDBWPUYNXJYJF-UHFFFAOYSA-N,Chembl320991,0,-2,-2,0,0,3,3,3,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
WVTKBKWTSCPRNU-IHLOFXLRSA-N,Tetrandrine,1,-2,-2,2,2,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
FUZMQNZACIFDBL-KYJUHHDHSA-N,Hernandezine,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
KINBCVMCTUBHEP-DBDXMLRGSA-N,Chembl3038087,0,-2,-2,1,1,3,5,5,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
ZHLSFKRYXVZYFT-KGNYYXFWSA-N,Chembl467622,0,-2,-2,0,0,3,6,6,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
RPJPZDVUUKWPGT-FOIHOXPVSA-N,9-(N-methyl-L-isoleucine)-cyclosporin A,1,-2,-2,0,0,3,5,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
RPJPZDVUUKWPGT-UHFFFAOYSA-N,9-(N-methyl-L-isoleucine)-cyclosporin A,1,-2,-2,0,0,3,5,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
IIQSJHUEZBTSAT-UHFFFAOYSA-N,Fangchinoline,0,-2,-2,1,1,3,3,3,YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine
FVUWRGZYTYVJIV-UAWWPWJXSA-N,Cyclosporin Analogue 34,0,-2,-2,0,0,3,4,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
HFDMYHJKNGVKIE-LBPKNPAYSA-N,Chembl1269590,0,-2,-2,0,0,3,5,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
FBCXFKWMGIWMJQ-IHLOFXLRSA-N,Obaberine,0,-2,-2,3,3,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
ZMKGDQSIRSGUDJ-VSROPUKISA-N,Cyclosporin G,0,-2,-2,0,0,3,4,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
VPUNMTHWNSJUOG-WEFSHINVSA-N,Thevefolin,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
HGNHIFJNOKGSKI-WDYNHAJCSA-N,Oxyacanthine,0,-2,-2,1,1,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
MZTXBESCVZFFQE-URLMMPGGSA-O,Spbio_002561,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
ITGZZZYNPULRNZ-ZDUSSCGKSA-N,Cularidine,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
WVOQFNOZCJSUSJ-TYZCMXGPSA-N,Chembl2370572,0,-2,-2,0,0,3,5,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
ZSNYYEIGOZADKA-ZKBJLZNZSA-N,Chembl2370885,0,-2,-2,0,0,3,6,6,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
VPUNMTHWNSJUOG-UHFFFAOYSA-N,Neriifolin,0,-2,-2,0,0,3,4,5,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
JUIKZWZBNNLTFR-OIDHKYIRSA-N,Chembl555467,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
FTTRBURLSJZHNY-SZAHLOSFSA-N,Chembl554308,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
LFFQVHXIFJLJSP-VSGBNLITSA-N,Nsc-93674,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
WVTKBKWTSCPRNU-UHFFFAOYSA-N,Tetrandrine,1,-2,-2,1,1,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
VOSIOPUBJWPQLP-MBKURTIGSA-N,Chembl322716,0,-2,-2,0,0,3,5,8,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
ZSNYYEIGOZADKA-FRIRCVJWSA-N,Chembl411623,0,-2,-2,0,0,3,6,6,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
NGZXDRGWBULKFA-VSGBNLITSA-N,(-)-Bebeerine,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
SODLLPYGRVMWNH-IZLXSDGUSA-N,Chembl2163794,0,-2,-2,1,1,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
VPUNMTHWNSJUOG-VZCPFXLZSA-N,Nsc123976,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
DJAWTLHBPPQMPV-UHFFFAOYSA-N,Trigilletine,0,-2,-2,0,0,3,3,3,YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine
MTTANYDQFAAJNM-OIDHKYIRSA-N,Chembl555468,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
CDEBVTGYVFHDMA-OTPOQTMVSA-N,Trans-Resveratrol 4'-O-Beta-D-Glucuronide,0,-2,-2,0,0,3,3,3,MFMQRDLLSRLUJY-YMQHIKHWSA-N,Spectrum_001131
RKUUVJYLJXYLRY-UHFFFAOYSA-N,Chembl186426,0,-2,-2,0,0,3,3,3,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Loperamide
VPUNMTHWNSJUOG-BAOINKAISA-N,Neriifolin,0,-2,-2,0,0,3,4,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
MZTXBESCVZFFQE-FQLXRVMXSA-O,Chembl1617888,0,-2,-2,0,0,3,3,3,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
ABBWCZBJFPOQMK-MPQUPPDSSA-N,Chembl554313,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
HSVFYEXGVUYSRN-WDYNHAJCSA-N,Chembl2074948,0,-2,-2,1,1,3,3,3,YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine
NPEONIHYDZZZGH-MCZUJRCLSA-N,Cyclosporin Analogue 41,0,-2,-2,0,0,3,5,5,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine,0,0,0,1,1,3,3,3,YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine
OVUOALQNCABCNU-GOTSBHOMSA-N,Chembl98766,0,-2,-2,0,0,2,3,3,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
FZHUYANULNIKTF-NRFANRHFSA-N,Chembl2430878,0,-2,-2,0,0,2,2,2,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
XUZMWHLSFXCVMG-UHFFFAOYSA-N,Baricitinib,1,0,5,2,2,2,2,2,XUZMWHLSFXCVMG-UHFFFAOYSA-N,Baricitinib
XOTWNDIAAITUKR-UHFFFAOYSA-N,Ac1Narqv,0,-2,-2,0,0,2,2,2,MFMQRDLLSRLUJY-YMQHIKHWSA-N,Spectrum_001131
JFRJDMYJBSGXDU-UHFFFAOYSA-N,Schembl15888297,0,-2,-2,0,0,2,2,2,MQQNFDZXWVTQEH-UHFFFAOYSA-N,Nafamostat
JEQCTALUECDHLT-VQBDMAPKSA-N,Fka,0,-2,-2,0,0,2,3,3,QJJXYPPXXYFBGM-LFZNUXCKSA-N,Tacrolimus
UXUZYJDYRPTVAC-UHFFFAOYSA-N,Chembl3651058,0,-2,-2,0,0,2,2,2,XUZMWHLSFXCVMG-UHFFFAOYSA-N,Baricitinib
RGJDZBCLNWPAAV-NRFANRHFSA-N,Schembl16356022,0,-2,-2,0,0,2,2,2,MQQNFDZXWVTQEH-UHFFFAOYSA-N,Nafamostat
ODXCFKRIFJHDMI-XGYVSTQUSA-N,Chembl3126175,0,-2,-2,0,0,2,2,2,TTZHDVOVKQGIBA-IAAJYNJHSA-N,Sofosbuvir
