inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
YTEURAFEAFHROU-FLIXOAOSSA-N,"(5S)-N-[(1S,2S,4S)-1-Benzyl-2-Hydroxy-4-[[(2S)-3-Methyl-2-(2-Oxohexahydropyrimidin-1-Yl)Butanoyl]Amino]-5-Phenyl-Pentyl]-2-Oxo-3-Phenyl-Oxazolidine-5-Carboxamide",0,-2,-2,0,0,3,6,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
FIGQLJMXYIMIGW-NAYUSWPISA-N,Chembl347802,0,-2,-2,1,1,3,6,9,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
YTCGURPWIKMIFU-RMFXYIPJSA-N,Chembl357706,0,-2,-2,0,0,3,9,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
OMGWFSBXWBDBBP-SWOKWKNASA-N,Chembl78424,0,-2,-2,0,0,3,9,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
PUHGSQFKLZKRNV-LENAEUCASA-N,Chembl155636,0,-2,-2,1,1,3,6,9,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
HWKZGVMRBIGKNW-FUVWEXRVSA-N,3Em,0,-2,-2,1,1,3,6,7,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
VGMTVMSJTCIQMF-AJIIGFCHSA-N,Gs-8373,0,-2,-2,1,1,2,4,4,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
XEBVQLCYEMXQLM-XVZTZXKDSA-N,Chembl108429,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
PSUMJBRVYHIASB-MEROQGEASA-N,Chembl30185,0,-2,-2,2,2,2,5,8,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
OYIHXXLZTZOIOR-UHFFFAOYSA-N,Chembl13892,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
LJPOEDMTSRUIGG-RVSUYJHDSA-N,"[(3R,3Ar,5R,6Ar)-3-Hydroxy-3,3A,4,5,6,6A-Hexahydro-2H-Cyclopenta[B]Furan-5-Yl] N-[(1S,2R)-1-Benzyl-2-Hydroxy-3-[Isobutyl-(4-Methoxyphenyl)Sulfonyl-Amino]Propyl]Carbamate",0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
KOYHHSRUNXTXFB-WNJKUOTESA-N,3O9G,0,-2,-2,0,0,2,4,5,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
CBVCZFGXHXORBI-PXQQMZJSSA-N,Indinavir,1,-2,-2,0,0,2,3,3,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
VJVDUCVRWNDZEP-RTNMLALUSA-N,Chembl333386,0,-2,-2,2,2,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
NCDNCNXCDXHOMX-XGKFQTDJSA-N,Ritonavir,1,-1,3,1,1,2,3,3,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
IMPWGYVYFQPDFN-SZNOJMITSA-N,Bila 1906 Bs,0,-2,-2,0,0,2,6,6,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
KEQIOKDPCJEDQX-QWGZUQTQSA-N,Schembl15358833,0,-2,-2,1,1,2,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
MYJGXUUIJCQYTH-OLNQLETPSA-N,Arylsulfonamide 15,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
DXYWQVONJOEGHT-ZWDYZTTJSA-N,Chembl113824,0,-2,-2,2,2,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
CIGGBZDSUFTKDD-QUUJSONZSA-N,Ac1Mhrw6,0,-2,-2,2,2,2,5,7,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
QSRBYIILHLAKAT-VYOLJQCBSA-N,Chembl3426611,0,-2,-2,0,0,2,3,4,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
VYBDPVQMILRSMK-UHFFFAOYSA-N,VYBDPVQMILRSMK-UHFFFAOYSA-N,0,-2,-2,0,0,2,4,4,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
YTAPHFBKGOHMDQ-FYWRZDCQSA-N,YTAPHFBKGOHMDQ-FYWRZDCQSA-N,0,-2,-2,0,0,2,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
REQHONMNWKPBNA-UHFFFAOYSA-N,65248-80-8,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
VOSIOPUBJWPQLP-XUJYPJAKSA-N,Ac1La580,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VBKYKUHUVHNPMS-KTJDEMTHSA-N,Arylsulfonamide 10C,0,-2,-2,0,0,2,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
BYEWWQZDUPJZHX-ZWDYZTTJSA-N,Chembl266007,0,-2,-2,2,2,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VTKNFIAOVVDRFB-WUFINQPMSA-N,Chembl351819,0,-2,-2,0,0,2,9,9,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
DVSKUDFZQALTTH-FBKOEWECSA-N,Chembl328510,0,-2,-2,0,0,2,9,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
NWYZFOAUHASWOK-UGJKXSETSA-N,NWYZFOAUHASWOK-UGJKXSETSA-N,0,-2,-2,0,0,2,9,9,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
MQUOPGHZTDEKIU-FTSDUIBCSA-N,Chembl323528,0,-2,-2,0,0,2,9,9,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
DVSKUDFZQALTTH-IPJZDYINSA-N,Chembl330032,0,-2,-2,0,0,2,9,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
WSWUKLFQIUTAHS-UBZRYBMJSA-N,Chembl320321,0,-2,-2,0,0,2,7,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
BIDJEUJKSWDJKR-GKCWTWCASA-N,Chembl104769,0,-2,-2,1,1,2,4,5,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
OPZSFSBOEOXKKY-QUAHOIDUSA-N,Chembl114039,0,-2,-2,1,1,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
RXWRDDXNHGYOJF-VZNYXHRGSA-N,Chembl325271,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
XNAIGGHDLWCRFU-SQQFMCCZSA-N,Chembl3221576,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
HVEXFKWATSITDD-IAGKRMBSSA-N,Chembl2041756,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
JQIFSYRTTKZQMY-UNHORJANSA-N,Inhibitor Pc,0,-2,-2,0,0,2,3,4,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
XOYMUXRPYCNLIN-UHFFFAOYSA-N,Bdbm50194828,0,-2,-2,0,0,2,2,2,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
IEQBJBDFAGCOJA-MBKURTIGSA-N,Chembl280464,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
GHRJLZLPJSUIDV-KECWCRPSSA-N,Chembl104538,0,-2,-2,0,0,2,2,3,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
UZZKRELETVORAI-UYEZAFAQSA-N,Cgp 75355,0,-2,-2,2,2,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
FACQQHVGJSQKBL-ABVVNCBOSA-N,Ac1Mhrwl,0,-2,-2,0,0,2,5,8,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
YSTCRWMBLFPEMC-GAYSTUHSSA-N,"4-[[(2R,3S)-3-[[(3As,4R,6Ar)-2,3,3A,4,5,6A-Hexahydrofuro[2,3-B]Furan-4-Yl]Oxycarbonylamino]-2-Hydroxy-4-Phenyl-Butyl]-Isobutyl-Sulfamoyl]Benzoic Acid",0,-2,-2,1,1,2,2,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
RTQZESJLDDKIAO-HJCZHRQASA-N,Chembl3605643,0,-2,-2,0,0,2,2,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
SCXPBQLVENQIFS-GTKRZRNESA-N,Chembl322171,0,-2,-2,0,0,2,5,6,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
UAXFDRCHYHQMCC-MBKURTIGSA-N,Chembl324657,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
LBXLJKWLYGGOTD-UHFFFAOYSA-N,"Phenol, 4-[[(4,5-Dihydro-1H-Imidazol-2-Yl)Methyl](4-Methylphenyl)Amino]-",0,-2,-2,0,0,2,2,2,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
YMARZQAQMVYCKC-OEMFJLHTSA-N,Amprenavir,1,-2,-2,0,0,2,2,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
MPCIOBADQADHMQ-VHYZNMNTSA-N,Chembl107559,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
CPMMXSDLEOJRHI-UHFFFAOYSA-N,Beta-Phenylethylimidazoline,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
IJFGVHKLKYXIMC-KTJDEMTHSA-N,Arylsulfonamide 13,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
WSWUKLFQIUTAHS-XWSAKGJLSA-N,Chembl330915,0,-2,-2,0,0,2,7,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
JJZMZBZVLFGIEU-GKXKVECMSA-N,Unii-22Xms3Il5Q,0,-2,-2,0,0,2,8,8,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
VOSIOPUBJWPQLP-MBKURTIGSA-N,Chembl322716,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir,1,1,3,2,2,2,2,2,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
QAGYKUNXZHXKMR-UHFFFAOYSA-N,Nelfinavir,1,-2,-2,0,0,2,8,8,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
BCSIHXKFONPDJO-QWGZUQTQSA-N,Schembl15358818,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
RAYAFQVLXHNDSC-CFUDKJTHSA-N,Chembl2041942,0,-2,-2,0,0,2,4,4,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
BYJAVTDNIXVSPW-LBPRGKRZSA-N,Tetryzoline,1,-2,-2,1,1,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir,1,0,3,1,1,2,5,6,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
GEBDYIIQOXRGOM-AJIIGFCHSA-N,3O9E,0,-2,-2,0,0,2,3,4,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
MXKSHMATDQKZDB-ZYADHFCISA-N,Chembl317204,0,-2,-2,0,0,2,6,7,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
QAGYKUNXZHXKMR-DPOQDUSSSA-N,Nelfinavir,1,-2,-2,0,0,2,2,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
MJKHDLHLSJUEBD-GTKRZRNESA-N,Chembl97512,0,-2,-2,0,0,2,5,5,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
YOBNNQXGIZIFRK-ZXOGEQNHSA-N,3Qaa,0,-2,-2,0,0,2,2,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
ZPFNZGWXQXTLGI-MPJDEDBMSA-N,Chembl116229,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
NCDNCNXCDXHOMX-UHFFFAOYSA-N,Ritonavir,1,-2,-2,0,0,2,4,5,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
ALWBGUNCNDFMFE-QKULBLGOSA-N,3O9B,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
VSYJBWZQJDHWCZ-HHIISAQVSA-N,Chembl107701,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
BVFDLUZVMBYSDL-KGVZJERPSA-N,Chembl317667,0,-2,-2,1,1,2,4,4,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
QUDILHMWVMUYMR-BPYIEZMESA-N,Chembl116165,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
KTXGTJRUYOGULA-HECCNADXSA-N,A-78791,0,-2,-2,0,0,2,5,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
OLBLSEVYAPOMFN-JHBNOKTPSA-N,Chembl320343,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
MLBVMOWEQCZNCC-UHFFFAOYSA-N,Fosamprenavir,1,0,3,1,1,2,2,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
BCSCPTFLLCLSSZ-ZHTHUIBPSA-N,Chembl442013,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
TUOHGYWWSZWQKZ-KQEVGHMQSA-N,Chembl326025,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
KVKPWRDMMABYRK-OUIFVKKZSA-N,4Djq,0,-2,-2,0,0,2,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
YCMPHZDPJKHWCO-WNJKUOTESA-N,Arylsulfonamide 11A,0,-2,-2,1,1,2,2,2,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
SMVHNFHQIVWIBA-HHIISAQVSA-N,Chembl321429,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
ALUYKRIZHOPUSY-CRJHUGKGSA-N,Chembl323955,0,-2,-2,0,0,2,7,9,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
BDBQNBWIQSASDU-UKNNOAMWSA-N,Chembl17915,0,-2,-2,2,2,2,6,8,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
VYBDPVQMILRSMK-GRXYLYAXSA-N,Grl-06579A,0,-2,-2,0,0,2,3,5,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
ZLGGLFCORSRTDX-NYDCQLBNSA-N,Kni-1279,0,-2,-2,0,0,2,2,5,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
AZJLJLJSOQLYEA-COCJHVOVSA-N,AZJLJLJSOQLYEA-COCJHVOVSA-N,0,-2,-2,0,0,2,3,3,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
ZQJLVCKJQHWULH-HNXVLALESA-N,"[(3R,3As,4R,6Ar)-3-(Methylamino)-2,3,3A,4,5,6A-Hexahydrofuro[2,3-B]Furan-4-Yl] N-[(1S,2R)-3-[(4-Aminophenyl)Sulfonyl-Isobutyl-Amino]-1-Benzyl-2-Hydroxy-Propyl]Carbamate",0,-2,-2,2,2,2,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
YQDXFRUNZNIMLS-ZIQAYJEZSA-N,Chembl320322,0,-2,-2,0,0,2,6,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
QSMKQSRZFQUYLU-AOJVRKHOSA-N,Chembl18066,0,-2,-2,2,2,2,5,7,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
QMVLHLXYEJEQJU-FRUZEYDSSA-N,Chembl348147,0,-2,-2,0,0,2,8,9,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
PYHKJCAASPLTGO-ZXTYARETSA-N,Chembl324377,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VSLFBTCZQICUPX-WDTOVUAGSA-N,Chembl96031,0,-2,-2,0,0,2,8,9,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
NTKHEOJBPXFULD-UHFFFAOYSA-N,Neopyrrolomycin B,0,-2,-2,1,1,2,2,2,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WEFMCBSODKDJFB-KQEVGHMQSA-N,Chembl432252,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
UVESUYYZXCTSSA-ZSEJKAPFSA-N,Chembl326408,0,-2,-2,1,1,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
GFEQPJLSPPMUEG-VYIXFUBHSA-N,Gfeqpjlsppmueg-Vyixfubhsa-N,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
TYMKNDASUSQXAT-YRCZKMHPSA-N,Chembl113943,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
SPPMTEJXQLLCOE-SYQUUIDJSA-N,Chembl324601,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
TXYBNSUGKNIMSP-UBNGCCFSSA-N,Chembl3221307,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
ASQJDYFICBMIJF-MJLLELGHSA-N,Schembl15358797,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
QAGYKUNXZHXKMR-HKWSIXNMSA-N,Nelfinavir,1,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
KALBMBJPMINLKP-UIPNDDLNSA-N,Ac1O41Zq,0,-2,-2,0,0,2,2,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
BYJAVTDNIXVSPW-GFCCVEGCSA-N,Tetryzoline,1,-2,-2,1,1,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
NGENEEIMKUIFLY-ZXTYARETSA-N,Chembl323161,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
ANSHJKCMMQZGDP-NYDCQLBNSA-N,Kni-1277,0,-2,-2,0,0,2,2,4,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
SWLBTNDGQVBECT-QYQLLELESA-N,Chembl155588,0,-2,-2,0,0,2,9,9,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
WBOWNZHEGFDERP-DYICDNQCSA-N,Chembl278015,0,-2,-2,2,2,2,5,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
WDDXAKUUBDSXBK-MHDHXZMLSA-N,Chembl154831,0,-2,-2,0,0,2,6,9,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
KCTJDUZFKDMLEI-MBKURTIGSA-N,Chembl108102,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
RIZULOWDBGNKDX-UHFFFAOYSA-N,Chembl327087,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
FXVKEZICEPPSOS-BSEVETGLSA-N,Schembl15358796,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
VFMYMKYWVUMSKV-UHFFFAOYSA-N,Bdbm50194853,0,-2,-2,0,0,2,2,2,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
NCDNCNXCDXHOMX-OOUBJREFSA-N,Ritonavir,1,-2,-2,1,1,2,6,6,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
AKXKYLPFDJOWHT-FJGHDBNBSA-N,Chembl113554,0,-2,-2,0,0,2,6,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
RATCNRNTKXYAHW-UHFFFAOYSA-N,Chembl416893,0,-2,-2,0,0,2,2,2,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
NMOHOBUCXYUGEV-UUVBTYKWSA-N,Chembl3426615,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
KSQCICICDZVMLY-JIPUOCAHSA-N,Arylsulfonamide 20,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
HVIGCSXDFGCOEP-MHKFTUFMSA-N,Chembl326913,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
FOEFFFBPEIGFEX-IJLINHMISA-N,Chembl1835485,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
HHZVZJSOAPPIMO-VHYZNMNTSA-N,Chembl322995,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
GRMJZZBFHKTYDJ-UHFFFAOYSA-N,Chembl14640,0,-2,-2,0,0,2,2,2,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
QPVWMQXBTCSLCB-UNHORJANSA-N,A-76928,0,-2,-2,0,0,2,7,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
ALUYKRIZHOPUSY-KDLDDKKNSA-N,Chembl263534,0,-2,-2,0,0,2,7,9,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
QPVWMQXBTCSLCB-RRUVMKMCSA-N,A-76889,0,-2,-2,0,0,2,7,9,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
ALUYKRIZHOPUSY-NCRKLPSZSA-N,Chembl442010,0,-2,-2,0,0,2,7,9,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
PUYVIMOGYAXDFR-UHFFFAOYSA-N,Ac1N9Xz0,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir
ROKPQKODUBKEGX-WTGZKXAYSA-N,Chembl275648,0,-2,-2,2,2,2,5,7,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetryzoline
ZSNULXPDQVLDNK-UOPKXQBNSA-N,Chembl326941,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
KJHKTHWMRKYKJE-UHFFFAOYSA-N,Lopinavir,1,0,3,1,1,2,5,7,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir
KOJNTMCPHSTZQT-JIPUOCAHSA-N,Arylsulfonamide 16A,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
RKOIHQGLQXEINT-RUVRZYSVSA-N,Chembl3426618,0,-2,-2,0,0,2,3,3,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
YMARZQAQMVYCKC-UHFFFAOYSA-N,Amprenavir,1,-2,-2,1,1,2,2,2,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
BFKMYBHUMHOWJH-YVHASNINSA-N,Cgp 75176,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
ASYGQLSJYNDTKH-XFTNXAEASA-N,Chembl325900,0,-2,-2,2,2,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
CRANYLJCHUZXPB-ZSEJKAPFSA-N,Chembl326513,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
MAQZVSKFLAUFLO-YWZFKTTNSA-N,Chembl325561,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Galidesivir
