inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
VVFBLNODTINYDD-UHFFFAOYSA-N,Chembl151428,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
CKMRXGUDSNAKMN-UHFFFAOYSA-N,Chembl1779003,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,FHCUMDQMBHQXKK-UHFFFAOYSA-N,,Ifenprodil,Velpatasvir,
XSFBBGJZQQTFHV-LAUBAEHRSA-N,Chembl321349,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
FZCHYNWYXKICIO-FZNHGJLXSA-N,Hydrocortisone valerate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
VWMIKRRBVKACCN-KHTMAQAHSA-N,Chembl144841,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,JUKPWJGBANNWMW-VWBFHTRKSA-N,,Ciclesonide,Eplerenone,
GVXRNVRTZGRWBH-UHFFFAOYSA-N,Chembl3357786,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
JBDGVYISKMAKJX-LAUBAEHRSA-N,Chembl420289,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,FHCUMDQMBHQXKK-UHFFFAOYSA-N,,Ifenprodil,Velpatasvir,
HYRKAAMZBDSJFJ-LFDBJOOHSA-N,Paramethasone acetate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
WHZRCUIISKRTJL-YTZKRAOUSA-N,Fluocortolone Caproate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,DOMWKUIIPQCAJU-LJHIYBGHSA-N,,Ciclesonide,Hydroxyprogesterone caproate,
DUHMEXGGVGTKKD-NFRRBDOJSA-N,Chembl146781,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,JUKPWJGBANNWMW-VWBFHTRKSA-N,,Ciclesonide,Eplerenone,
HFJVPSPTCZRVFK-UHFFFAOYSA-N,Chembl79963,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
QLIIKPVHVRXHRI-CXSFZGCWSA-N,Mometasone,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
FJXOGVLKCZQRDN-PHCHRAKRSA-N,Alclometasone,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
VBQGLKVYZYVDKA-UHFFFAOYSA-N,Chembl81983,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
ISVKCDBNGIPSLZ-UHFFFAOYSA-N,Chembl311062,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
GGUSQTSTQSHJAH-UHFFFAOYSA-N,Eliprodil,1,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
VXOWJCTXWVWLLC-REGDIAEZSA-N,Betamethasone Butyrate Propionate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
SYYKYYJFGJHYGB-UHFFFAOYSA-N,Chembl310632,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
GYXQIQUDONKGID-UHFFFAOYSA-N,Chembl84227,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
SWJSKHQZLJYDSG-UHFFFAOYSA-N,Chembl106969,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
DJXXIZYLWLRREJ-UHFFFAOYSA-N,Chembl413998,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
JWRMHDSINXPDHB-UZNGINFASA-N,Flumetasone 21-Pivalate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
VNGWBSXDGQZSFL-JMNKBGBLSA-N,3331-71-3,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
DQZBYMUDSJTGLY-UHFFFAOYSA-N,Chembl83781,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
UPGFSDYCNLVAHR-MYBFCEEUSA-N,Chembl143729,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,JUKPWJGBANNWMW-VWBFHTRKSA-N,,Ciclesonide,Eplerenone,
JZVJRTGGBBBBGO-JCEIUHPQSA-N,Chembl1940694,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
ATRIUXCDTABZSH-GJIXVOHXSA-N,Chembl83845,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
CZRBQYYJVSDHMY-UHFFFAOYSA-N,Chembl219114,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
QACNECMKUYVFOD-YNFGGEGVSA-N,Chembl158091,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,JUKPWJGBANNWMW-VWBFHTRKSA-N,,Ciclesonide,Eplerenone,
YZFVGINTZAFMNW-UHFFFAOYSA-N,Chembl79904,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
VVYCKPKSEYDOAF-UHFFFAOYSA-N,Chembl79540,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
DLVOSEUFIRPIRM-KAQKJVHQSA-N,Hydrocortisone cypionate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
XWPWPHKNLRCSOK-UHFFFAOYSA-N,Chembl79668,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
NJNWEGFJCGYWQT-VSXGLTOVSA-N,Fluclorolone acetonide,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
NPFKLNZJQFUMPY-UHFFFAOYSA-N,Chembl65231,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
HHJIUUAMYGBVSD-YTFFSALGSA-N,Diflucortolone Valerate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
FNPXMHRZILFCKX-KAJVQRHHSA-N,Prednicarbate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
JYSPUXVXLLZVOP-UHFFFAOYSA-N,Chembl255697,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
FNTOZAIVEXRQPK-AUXVOCDASA-N,Chembl144319,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,JUKPWJGBANNWMW-VWBFHTRKSA-N,,Ciclesonide,Eplerenone,
LEHFPXVYPMWYQD-XHIJKXOTSA-N,Ulobetasol,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
IBZXUDZFZNREME-DFBFCLLYSA-N,Chembl1834536,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
KSRIKGOILKPPNR-GXZDQMACSA-N,Chembl1917416,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
XTULMSXFIHGYFS-VLSRWLAYSA-N,Fluticasone furoate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
JKHKJUWIHNVFFI-UHFFFAOYSA-N,Chembl79769,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
DPUYSZJVGFTTMX-UHFFFAOYSA-N,Chembl3357785,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
XGIFPVDQRHSUJX-VXKWHMMOSA-N,Chembl321428,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,FHCUMDQMBHQXKK-UHFFFAOYSA-N,,Ifenprodil,Velpatasvir,
MHIBESPZFHTGCC-UHFFFAOYSA-N,Chembl79756,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
ITGLZIFDZRGHLP-JYJGEGPXSA-N,Chembl311802,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
HJRGLUUTXXPQKZ-OYHNWAKOSA-N,Chembl366809,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
CRPUXBKNGRLLDG-OKKNSTDLSA-N,Chembl1940548,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
HVAIXAGEXCAFHX-UHFFFAOYSA-N,Chembl449704,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
CLOYGOHFEGFPSR-UHFFFAOYSA-N,Chembl106970,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
WYQPLTPSGFELIB-JTQPXKBDSA-N,Difluprednate,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
FXEMVMUWTJUWJB-DKOUAETMSA-N,Dexamethasone Beloxil,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
NXWYICVCGHHJOR-UHFFFAOYSA-N,Chembl1289403,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
VOVIALXJUBGFJZ-KWVAZRHASA-N,Budesonide,1,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
ZJVHVRJRYKNARK-UHFFFAOYSA-N,Chembl401882,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
HEKDMXHYHIQUPO-UHFFFAOYSA-N,Chembl545284,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
RBJROVWIRLFZFC-PNLFXGMVSA-N,Prednisolone Steaglate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
XUIIEFRDBMIDAY-UHFFFAOYSA-N,Chembl312721,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
IPSPEWKFMKDKSD-UHFFFAOYSA-N,Chembl309918,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
CXXDJMVTFRIRLV-DTFHPPAFSA-N,Chembl52148,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
SNHRLVCMMWUAJD-OMPPIWKSSA-N,Dexamethasone Valerate,0,-2,-2,8,0,1,1,LUKZNWIVRBCLON-GXOBDPJESA-N,,,Ciclesonide,,
WEEQOTXCUZRCLD-LLVKDONJSA-N,Chembl59371,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
WKOQGHBYQWAKIH-LBOXEOMUSA-N,Schembl16874655,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
DTKAPNGGIREIRO-SUMWQHHRSA-N,Chembl104363,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
YZVVGGTZPQAPIC-UHFFFAOYSA-N,Chembl151174,0,-2,-2,8,0,1,1,UYNVMODNBIQBMV-UHFFFAOYSA-N,,,Ifenprodil,,
