inchikey,name,is_drug,evidence,moa,top_5,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
JWXZQEPPXRGVKZ-UHFFFAOYSA-N,Chembl1214142,0,-2,-2,0,0,2,4,5,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin
PXXDOEMDQBOWHE-BXKMTCNYSA-N,Chembl3353999,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
NHVJQLRLGGPUJY-KRWDZBQOSA-N,Chembl1614728,0,-2,-2,0,0,2,3,4,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MCCFTCOHZYUCJM-HNNXBMFYSA-N,Chembl2431080,0,-2,-2,0,0,2,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
LAAMDQXQFBZHPI-HNNXBMFYSA-N,Chembl2431093,0,-2,-2,1,1,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
CKQYQLKQWQCCMP-UHFFFAOYSA-N,Chembl3581652,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
HHLPOWRWLBEWKR-PZGXJGMVSA-N,Chembl3353992,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
SSBDOESBSRLQQI-CYBMUJFWSA-N,Chembl2436012,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib,1,1,1,1,2,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
SOOYKPKJBIMQGU-LBPRGKRZSA-N,Chembl2431082,0,-2,-2,1,1,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
MQKLAFRFDQSOSR-UHFFFAOYSA-N,Chembl230285,0,-2,-2,0,0,2,2,2,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin
KBURYWYOIOYLEJ-UHFFFAOYSA-N,Chembl3581659,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
JNYUGWPUYNNZOZ-AWEZNQCLSA-N,Chembl2017289,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
VYLGFHNCDUMRAR-HNNXBMFYSA-N,Chembl2431079,0,-2,-2,0,0,2,2,3,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
ZGBAJMQHJDFTQJ-XMMPIXPASA-N,Chembl536073,1,-2,-2,0,0,2,2,3,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
LWZLXDSNFGFHCV-UHFFFAOYSA-N,Schembl4977975,0,-2,-2,0,0,2,2,2,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
PXCIUCWFKRTXSJ-KSFYIVLOSA-N,Chembl3220926,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
YGKMNXJMNMMORF-UHFFFAOYSA-N,Chembl3581650,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
FIIKSEKOMMTRHA-UHFFFAOYSA-N,Chembl230065,0,-2,-2,0,0,2,2,2,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin
UIQVTQZGYNQWLN-TYKNXJODSA-N,Chembl538337,0,-2,-2,0,0,2,4,4,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin
TZZISDZOBASIEO-UHFFFAOYSA-N,Schembl2227980,0,-2,-2,0,1,2,4,4,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Bramazil
QAQYIUBNNWPRMF-AWEZNQCLSA-N,Chembl2431078,0,-2,-2,0,1,2,3,3,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,859212-16-1,1,-2,-2,0,0,2,3,3,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
KRQNRCGKZXQJBI-BXKMTCNYSA-N,Chembl3353988,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
XOEVAYXDSJABMS-UHFFFAOYSA-N,Chembl3581660,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
ULEDFSKEKOPKOV-LBPRGKRZSA-N,Chembl2431083,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
FDLMFILSLBXXIV-UHFFFAOYSA-N,Schembl4970939,0,-2,-2,0,0,2,2,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,Selumetinib
WYHWXTSOAYMJSV-UHFFFAOYSA-N,Chembl2012896,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
KRLVJGDCIOMJDA-UHFFFAOYSA-N,Schembl1562470,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VCPXSBULBDYRLT-SFHVURJKSA-N,Hdy,1,-2,-2,0,0,2,2,2,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Bramazil
YZLKFFPFWYDBEB-UHFFFAOYSA-N,Chembl205409,0,-2,-2,0,0,2,2,2,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
RQQNIOYWIPRSRO-HSZRJFAPSA-N,Chembl3354010,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
ZEZHPEIEEFTILY-QMMMGPOBSA-N,Chembl2087078,0,-2,-2,1,1,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
LEGSCEIDRZQSRJ-BXKMTCNYSA-N,Chembl3353989,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
RJEMCUZKQLRUIS-SNAWJCMRSA-N,"3-{6-[(2E)-But-2-En-1-Yl]-7-Oxo-6,7-Dihydro-1H-Pyrrolo[2,3-C]Pyridin-4-Yl}-N,N-Dimethylbenzamide",0,-2,-2,0,0,2,3,3,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Schembl1396072
SQIYJOFRHGQVTH-AWEZNQCLSA-N,Chembl2431076,0,-2,-2,0,0,2,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
HSYFXAZMBHUTJZ-UHFFFAOYSA-N,CID122178997,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
KEIRBRQKXFLPHS-UHFFFAOYSA-N,Chembl203343,0,-2,-2,0,0,2,2,3,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
SUXYGJZMCWKJJI-UHFFFAOYSA-N,Chembl1784637,0,-2,-2,0,0,2,2,2,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Raltegravir
QTIVJKXTNYKSPJ-ZDUSSCGKSA-N,Schembl1111328,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VVRZMYLMDPVHTL-UHFFFAOYSA-N,Chembl3581656,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
CBZHOVUXXVXVNO-UHFFFAOYSA-N,Chembl429498,0,-2,-2,0,0,2,3,4,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XVJQXIUEEXVEKU-UHFFFAOYSA-N,Chembl205723,0,-2,-2,0,0,2,2,3,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
UKKAXPVDQSQDFB-UHFFFAOYSA-N,Chembl2335881,0,-2,-2,0,0,2,3,3,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Bramazil
CTNRQINHVWUZOO-AWEZNQCLSA-N,Chembl2431077,0,-2,-2,0,0,2,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
OTQMKIIOHSXWSJ-KRWDZBQOSA-N,Chembl2349340,0,-2,-2,0,1,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
QWIQBQDSYRRBAO-UHFFFAOYSA-N,Schembl4972165,0,-2,-2,0,0,2,2,2,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
LWXZPBREHHJQDV-QMHKHESXSA-N,Chembl3354004,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
QFKVGNGFBPPYQL-UHFFFAOYSA-N,CID25113175,0,-2,-2,0,0,2,5,6,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
GWXIOJYNQZHICH-INIZCTEOSA-N,Chembl2431073,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
DRSQZZRFHBWKKZ-AWEZNQCLSA-N,Chembl2431090,0,-2,-2,0,0,2,3,3,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
DDHMFHZVMCWHNC-UHFFFAOYSA-N,Chembl2087081,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
PPRZAKUOTSYDCL-INIZCTEOSA-N,Chembl2431074,0,-2,-2,0,1,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
NXVFABZXYFFUBF-UHFFFAOYSA-N,Chembl2335864,0,-2,-2,0,0,2,2,2,BSPZFJDYQHDZNR-BOSXTWCSSA-N,BSPZFJDYQHDZNR-BOSXTWCSSA-N
SUDAHWBOROXANE-UHFFFAOYSA-N,Sudahwboroxane-Uhfffaoysa-N,1,-2,-2,1,1,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
MLNSSQJJHZUHDD-INIZCTEOSA-N,Chembl2431094,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
NYYZLJCJRMMYJA-UHFFFAOYSA-N,Chembl201379,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
KPAWGWFSHZEMEO-LBPRGKRZSA-N,Chembl2431085,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
FOOQXAKAICKOPK-LLVKDONJSA-N,Chembl2087462,0,-2,-2,0,0,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
VHKHJDTXFAZAMW-LBPRGKRZSA-N,Chembl2431086,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
JCZOIJULGKPMDH-UHFFFAOYSA-N,Chembl2017282,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
COGXANVMWYYUMM-UHFFFAOYSA-N,Chembl3581651,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
IJAVJYYBFRTIAU-UHFFFAOYSA-N,Chembl2087079,0,-2,-2,0,1,2,2,2,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carmofur
AVHQENNJMVDDPS-ZMZPIMSZSA-N,Chembl2431075,0,-2,-2,0,0,2,2,2,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Schembl3009075
PUWHTHUIKFOAEI-UHFFFAOYSA-N,Chembl598845,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
CTGTWMKGYMJBNV-UHFFFAOYSA-N,Chembl3613307,0,-2,-2,1,1,1,1,2,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FXHLGRYCQSRFHY-WTANOLMUSA-N,Chembl193614,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
HNQXYQNMPSACKT-UHFFFAOYSA-N,Chembl473080,0,-2,-2,0,0,1,1,1,DSSYKIVIOFKYAU-UHFFFAOYSA-N,Camphor
NPJGMZVFAWIAGD-RASIFHRJSA-N,Chembl590052,0,-2,-2,0,0,1,1,1,DGPGXHRHNRYVDH-UHFFFAOYSA-N,S1Ra
FXGUUNXTWGWEDY-CTYIDZIISA-N,FXGUUNXTWGWEDY-CTYIDZIISA-N,0,-2,-2,0,0,1,1,1,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
NMUSYJAQQFHJEW-SLPGGIOYSA-N,Ac1Lomxb,1,-2,-2,0,0,1,1,1,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
KNOLQTVRSJRSAM-JWXFUTCRSA-N,Chembl2029769,0,-2,-2,0,0,1,1,1,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir-D-6
SABPVVSMCFFYPL-UHFFFAOYSA-N,Chembl109312,0,-2,-2,0,0,1,1,1,BMGQWWVMWDBQGC-IIFHNQTCSA-N,Midostaurin
FXFPQPNUMWQRAO-UHFFFAOYSA-N,Cp-744809,1,-2,-2,0,0,1,1,1,DQFBYFPFKXHELB-UHFFFAOYSA-N,Dqfbyfpfkxhelb-Uhfffaoysa-N
LGRJHSGKEBRDHI-UHFFFAOYSA-N,Chembl2030397,0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
JSXBAKOSLFZFQZ-UHFFFAOYSA-N,"3-(1H-Indol-4-Yl)-1-Isopropyl-1H-Pyrazolo[3,4-D]Pyrimidin-4-Amine",0,-2,-2,0,0,1,1,1,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
FFUSGSSPPHCGPY-UHFFFAOYSA-N,"Dihydropyrimidine, 17",0,-2,-2,0,0,1,1,1,DSSYKIVIOFKYAU-UHFFFAOYSA-N,Camphor
BCSIYDBZSNGYAC-IAKKGAPTSA-N,Chembl3144569,0,-2,-2,0,0,1,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
SCRNCGHMVGMPTI-UHFFFAOYSA-N,Schembl9912781,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IYCRWFVECZGJNO-UHFFFAOYSA-N,Chembl66637,0,-2,-2,0,0,1,1,1,DQFBYFPFKXHELB-UHFFFAOYSA-N,Dqfbyfpfkxhelb-Uhfffaoysa-N
SAKAEWAAOFPWBD-UHFFFAOYSA-N,"Pyrrolopyridinone Scaffold, 24",0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
SVSLLOZMPLCVED-UHFFFAOYSA-N,65104-31-6,0,-2,-2,0,0,1,1,1,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Schembl1396072
BCUIXRZIPCRVGV-UHFFFAOYSA-N,Chembl315859,0,-2,-2,0,0,1,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
DKOMYYMPAHVEPN-QDEBKDIKSA-N,Chembl476198,0,-2,-2,0,0,1,1,1,DQFBYFPFKXHELB-UHFFFAOYSA-N,Dqfbyfpfkxhelb-Uhfffaoysa-N
STBLFBLDGSWOEM-UHFFFAOYSA-N,Chembl2414355,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
ZQVLWTTWYIVORB-APLZJWDSSA-N,ZQVLWTTWYIVORB-APLZJWDSSA-N,0,-2,-2,0,0,1,1,1,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir-D-6
MAYRYXQKFZKIIK-UHFFFAOYSA-N,Kuc104554N,0,-2,-2,0,0,1,1,1,BPBPYQWMFCTCNG-UHFFFAOYSA-N,141400-58-0
CQUNMROLUJQCJW-UHFFFAOYSA-N,Ak-968/11369213,0,-2,-2,0,0,1,1,1,DGPGXHRHNRYVDH-UHFFFAOYSA-N,S1Ra
HNYYJPNLHIOQDO-UHFFFAOYSA-N,Smr000070520,0,-2,-2,0,0,1,1,1,BPBPYQWMFCTCNG-UHFFFAOYSA-N,141400-58-0
FXHLGRYCQSRFHY-RFUYNDQBSA-N,Chembl365101,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
BJOQXWAFYQADST-UHFFFAOYSA-N,Schembl3667172,0,-2,-2,0,0,1,1,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
STUARDXZEPMAOG-HLOFVVOYSA-N,Chembl9096,0,-2,-2,0,0,1,1,1,CBVCZFGXHXORBI-UHFFFAOYSA-N,Indinavir-D-6
JSXKLQRJLWUDJY-UHFFFAOYSA-N,3-[(2-Bromophenoxy)Methyl]Benzohydrazide,0,-2,-2,0,0,1,1,1,DGPGXHRHNRYVDH-UHFFFAOYSA-N,S1Ra
VVAFRGHUXOWJDW-UHFFFAOYSA-N,Chembl3356631,0,-2,-2,0,0,1,1,1,DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine
CDOMBRFDONICCK-CYBMUJFWSA-N,CDOMBRFDONICCK-CYBMUJFWSA-N,0,-2,-2,0,0,1,1,2,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
CVXZWDPKRAIHOI-KMYQRJGFSA-N,Chembl277817,0,-2,-2,0,0,1,1,1,AMFDITJFBUXZQN-KUBHLMPHSA-N,Bcx4430 (Freebase)
UNKPTWGELDRDDE-VAAZOVBASA-N,Nsc702158,0,-2,-2,0,0,1,1,1,DOMWKUIIPQCAJU-LJHIYBGHSA-N,Hydroxyprogesterone Caproate
UHPAFPKCOMSYMO-UHFFFAOYSA-N,Schembl9912801,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HOHAPMKVMBAUGG-UHFFFAOYSA-N,HOHAPMKVMBAUGG-UHFFFAOYSA-N,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
AEULIVPVIDOLIN-UHFFFAOYSA-N,Cep-11981,0,-2,-2,0,0,1,1,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Bcx4430 (Freebase)
FCGKUUOTWLWJHE-UHFFFAOYSA-N,"2,6-Di-Tert-Butyl-4-Nitrophenol",0,-2,-2,0,0,1,1,1,DGPGXHRHNRYVDH-UHFFFAOYSA-N,S1Ra
JTESGLUEGOKQOX-UHFFFAOYSA-N,Schembl9912764,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YANNSWWYRMATEM-JTQLQIEISA-N,Chembl2030390,0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
XLJBSQRVAHEFDW-UHFFFAOYSA-N,Chembl3658112,0,-2,-2,0,0,1,1,1,BLMPQMFVWMYDKT-UHFFFAOYSA-N,Schembl870204
PVNHQFDEZUKBIC-UHFFFAOYSA-N,PVNHQFDEZUKBIC-UHFFFAOYSA-N,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
BFPOVZSDVGUONH-QLKFWGTOSA-N,BFPOVZSDVGUONH-QLKFWGTOSA-N,0,-2,-2,0,0,1,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
NMUSYJAQQFHJEW-UHFFFAOYSA-N,"Azacytidine, 5-",1,-2,-2,0,0,1,1,1,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
BXCQIDVVQQYTNJ-UHFFFAOYSA-N,Chembl590811,0,-2,-2,0,0,1,1,1,DSSYKIVIOFKYAU-UHFFFAOYSA-N,Camphor
KNOUWGGQMADIBV-KRWDZBQOSA-N,Gsk'481,0,-2,-2,0,0,1,1,1,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
SVPTVRYTBHHYIF-UHFFFAOYSA-N,Chembl480370,0,-2,-2,0,0,1,1,1,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
SCHVVSMHPGRYLE-CBAPKCEASA-N,Chembl2030401,0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
KOBAABHHGSLFGF-UHFFFAOYSA-N,Chembl596991,0,-2,-2,0,0,1,1,1,DSSYKIVIOFKYAU-UHFFFAOYSA-N,Camphor
NMUSYJAQQFHJEW-JDJSBBGDSA-N,Prestwick3_000866,1,-2,-2,0,0,1,1,1,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
SVJQNKLYWBDGMG-UHFFFAOYSA-N,Chembl568897,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
UIZVCAZCAWZKHU-UHFFFAOYSA-N,Chembl599658,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
CSGCDMVLAQPKKB-UHFFFAOYSA-N,Chembl2348158,0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
IDYKCXHJJGMAEV-UHFFFAOYSA-N,Mls002702854,1,-2,-2,0,0,1,1,1,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
PABVIXOFQRSXOC-UPHRSURJSA-N,Chembl466342,0,-2,-2,0,0,1,1,1,CGIGDMFJXJATDK-UHFFFAOYSA-N,Indomethacin
KLGOQQIHCKVSAP-UHFFFAOYSA-N,Schembl15863703,0,-2,-2,0,0,1,1,1,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
LHFQZJKWWCOHNO-GDLZYMKVSA-N,Chembl3700915,0,-2,-2,0,0,1,1,1,DSSYKIVIOFKYAU-UHFFFAOYSA-N,Camphor
KLQFKOVDEHUNHU-UHFFFAOYSA-N,KLQFKOVDEHUNHU-UHFFFAOYSA-N,0,-2,-2,0,0,1,1,1,BFSMGDJOXZAERB-UHFFFAOYSA-N,Dabrafenib
XHMBJYWSAQWKED-ZRHRTSRVSA-N,Nsc674283,0,-2,-2,0,0,1,1,1,DOMWKUIIPQCAJU-LJHIYBGHSA-N,Hydroxyprogesterone Caproate
KNYIQWUXTSJAQW-UHFFFAOYSA-N,Chembl117507,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
DKBAFRHAWTVKAD-UHFFFAOYSA-N,DKBAFRHAWTVKAD-UHFFFAOYSA-N,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
MUTYXMBDDZHSDQ-UHFFFAOYSA-N,"N-(2-Fluoro-5-Nitrophenyl)-2,2-Dimethylbutanamide",0,-2,-2,0,0,1,1,1,DGPGXHRHNRYVDH-UHFFFAOYSA-N,S1Ra
BXCDGEUTPTURND-OAHLLOKOSA-N,BXCDGEUTPTURND-OAHLLOKOSA-N,0,-2,-2,0,0,1,1,1,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
BZTHBXDLWKFMFC-UHFFFAOYSA-N,Chembl261978,0,-2,-2,0,0,1,1,1,BMGQWWVMWDBQGC-IIFHNQTCSA-N,Midostaurin
JIUBZSRHTXLSBY-UHFFFAOYSA-N,Chembl516239,0,-2,-2,0,0,1,1,1,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
XKGSRQAKFXSURB-UHFFFAOYSA-N,Chembl2170227,0,-2,-2,0,0,1,1,1,AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram
LAXWYKGMTZIWKO-UHFFFAOYSA-N,Chembl2336021,0,-2,-2,0,0,1,1,1,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Raltegravir
PFKVNFAOBMPXFV-XPZBDPFPSA-N,Chembl297494,0,-2,-2,0,0,1,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
DPMRHTYMAOIWBU-UHFFFAOYSA-N,Chembl505521,0,-2,-2,0,0,1,1,1,BDSYECBSUUOPCT-UHFFFAOYSA-N,Chembl222301
BUIMJFXBPGFIKL-ARJAWSKDSA-N,Chembl511767,0,-2,-2,0,0,1,1,1,CGIGDMFJXJATDK-UHFFFAOYSA-N,Indomethacin
CBYMMQQFLSFSMF-UHFFFAOYSA-N,CBYMMQQFLSFSMF-UHFFFAOYSA-N,0,-2,-2,0,0,1,1,1,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Chebi:125460
