inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
IYJMSDVSVHDVGT-PEQKVOOWSA-N,Metildigoxin,1,-2,-2,2,2,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
RMEDXOLNCUSCGS-UHFFFAOYSA-N,Droperidol,1,-2,-2,1,1,3,4,4,LNEPOXFFQSENCJ-UHFFFAOYSA-N,Haloperidol
OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir,1,1,0,2,2,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
RDPTWPVOUPSVOZ-UHFFFAOYSA-N,Nsc133118,0,-2,-2,0,0,3,6,6,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
PMATZTZNYRCHOR-IMVLJIQESA-N,Ciclosporin,1,-2,-2,3,3,3,4,4,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
OSYNIELXSXHLKV-WZHPSQPOSA-N,"(3Alpha)-3,5,14-Trihydroxy-19-[(2-Hydroxybenzoyl)Hydrazono]Card-20(22)-Enolide",0,-2,-2,0,0,3,4,4,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
MGJXVGYEHYGJSG-BURKWPIKSA-N,Chembl3344503,0,-2,-2,1,1,3,4,4,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
OLROWHGDTNFZBH-PBBVDAKRSA-N,Alisporivir,1,-2,-2,3,3,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
TYUBPMFKQHTCNE-UHFFFAOYSA-N,Chembl3617353,0,-2,-2,0,0,3,4,4,XEEQGYMUWCZPDN-DOMZBBRYSA-N,Mefloquine
PYFZTPSOXCTLKR-ZFLRWPENSA-N,Chembl3344498,0,-2,-2,0,0,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
OMGWFSBXWBDBBP-XFJGMTBJSA-N,Chembl321048,0,-2,-2,0,0,3,9,10,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
OMGWFSBXWBDBBP-SWOKWKNASA-N,Chembl78424,0,-2,-2,0,0,3,9,10,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
OMMWALDDOGNKQM-LSIABQMLSA-N,Chembl3344500,0,-2,-2,3,3,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
WREGKURFCTUGRC-UHFFFAOYSA-N,Zalcitabine,1,-2,-2,0,0,3,6,6,MCGSCOLBFJQGHM-UHFFFAOYSA-N,Abacavir
JAYAGJDXJIDEKI-PTGWOZRBSA-N,Lanatoside C,1,-2,-2,3,3,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
PLENCLDCTYRFDI-UHFFFAOYSA-N,Chembl2181207,0,-2,-2,0,0,3,4,4,OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine
LBCSKUSUYQVKDB-UHFFFAOYSA-N,LBCSKUSUYQVKDB-UHFFFAOYSA-N,0,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
OXNCDJWXUFUQCY-SUGCFTRWSA-N,Ac1Mhrwi,0,-2,-2,0,0,3,9,9,KJHKTHWMRKYKJE-UHFFFAOYSA-N,Lopinavir
GMLBVLXDRNJFGR-UHFFFAOYSA-N,Michellamine A,0,-2,-2,1,1,3,7,8,JUZYLCPPVHEVSV-UHFFFAOYSA-N,Elvitegravir
VPSWGLHADLBZCW-CSJYPWDASA-N,12Beta-Hydroxycalotropin,0,-2,-2,1,1,3,4,5,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Proscillaridin
BIILLAVODXFDEL-UHFFFAOYSA-N,BIILLAVODXFDEL-UHFFFAOYSA-N,0,-2,-2,0,0,3,4,5,JUZYLCPPVHEVSV-UHFFFAOYSA-N,Elvitegravir
WLJHFSPFCOGHJP-RKCBZHQGSA-N,Chembl509682,0,-2,-2,0,0,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
KQZKQPCMHFSLEK-ZXVPZRJPSA-N,Chembl3344501,0,-2,-2,3,3,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
QCWJONZOOIDYSL-UHFFFAOYSA-N,Chembl151708,0,-2,-2,0,0,3,6,6,MCGSCOLBFJQGHM-UHFFFAOYSA-N,Abacavir
MNDNWXNRVPYSDS-RMFXYIPJSA-N,Chembl158358,0,-2,-2,0,0,3,9,9,KJHKTHWMRKYKJE-UHFFFAOYSA-N,Lopinavir
RLAHNGKRJJEIJL-UHFFFAOYSA-N,Amdoxovir,1,-2,-2,1,1,3,4,5,MCGSCOLBFJQGHM-UHFFFAOYSA-N,Abacavir
ZOSJMTBTUZXPSR-YLGHRFGMSA-N,Corchorusoside C,0,-2,-2,0,0,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
NIIYJLOVYOOABU-QUUJSONZSA-N,Ac1Mhrwf,0,-2,-2,0,0,3,8,9,KJHKTHWMRKYKJE-UHFFFAOYSA-N,Lopinavir
BDFDDNBUMMBWBK-UHFFFAOYSA-N,Chembl2147022,0,-2,-2,0,0,3,4,4,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,SVOQIEJWJCQGDQ-UHFFFAOYSA-N
GZZJHPZDXZCDDA-UHFFFAOYSA-N,Gitaloxin,0,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
JGCVTFLICCNHDD-UWSHHPTNSA-N,Chembl3344495,0,-2,-2,1,1,3,4,4,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
XMFJTCGUDFSWSW-INIZCTEOSA-N,78-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin,1,-2,-2,0,0,3,4,4,JNTOCHDNEULJHD-UHFFFAOYSA-N,Penciclovir
PUHGSQFKLZKRNV-LENAEUCASA-N,Chembl155636,0,-2,-2,1,1,3,6,9,NCDNCNXCDXHOMX-XGKFQTDJSA-N,Ritonavir
TVRCRTJYMVTEFS-UHFFFAOYSA-N,Valopicitabine,1,-2,-2,0,0,3,7,8,VRTWBAAJJOHBQU-UHFFFAOYSA-N,Ledipasvir
JRRNRCMIBCSOIH-LFAOKBQASA-N,N7-Methyl-Formycin A,1,-2,-2,0,0,3,7,7,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
WNIQCHQWBKTBCU-UHFFFAOYSA-N,Nsc670036,0,-2,-2,0,0,3,5,6,GLVAUDGFNGKCSF-UHFFFAOYSA-N,Mercaptopurine
ZFUGTFLRENMBAG-UHFFFAOYSA-N,CID101165145,0,-2,-2,0,0,3,8,8,JUZYLCPPVHEVSV-UHFFFAOYSA-N,Elvitegravir
VJNXUFOTKNTNPG-UHFFFAOYSA-O,Schembl11987571,0,-2,-2,0,0,3,6,6,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
VGGVCHNYGPQJAN-NAYUSWPISA-N,Chembl346120,0,-2,-2,1,1,3,6,9,NCDNCNXCDXHOMX-XGKFQTDJSA-N,Ritonavir
UATAXZFEGUYBRK-HHXMPLFPSA-N,Chembl1911846,0,-2,-2,1,1,3,5,6,IWUCXVSUMQZMFG-AFCXAGJDSA-N,Levovirin
YTEURAFEAFHROU-FLIXOAOSSA-N,"(5S)-N-[(1S,2S,4S)-1-Benzyl-2-Hydroxy-4-[[(2S)-3-Methyl-2-(2-Oxohexahydropyrimidin-1-Yl)Butanoyl]Amino]-5-Phenyl-Pentyl]-2-Oxo-3-Phenyl-Oxazolidine-5-Carboxamide",0,-2,-2,0,0,3,6,9,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
KGYPGPIERPVYLF-NKWVEPMBSA-N,"[[[[(2R,5S)-5-(4-Azanyl-2-Oxidanylidene-Pyrimidin-1-Yl)-1,3-Oxathiolan-2-Yl]Methoxy-Oxidanyl-Phosphoryl]Oxy-Oxidanyl-Phosphoryl]Amino]Phosphonic Acid",0,-2,-2,0,0,3,4,4,IACQCQDWSIQSRP-ZCFIWIBFSA-N,Tenofovir Diphosphate
YTCGURPWIKMIFU-RMFXYIPJSA-N,Chembl357706,0,-2,-2,0,0,3,9,9,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
JYCOZDWXEDYCIX-UHFFFAOYSA-N,"3-Amino-7,9-Dihydroxy-6,7,8,9-Tetrahydro-5H-2,4,4B,10-Tetraaza-5,8-Epoxybenzo[A]Azulene-1(2H)-One",0,-2,-2,0,0,3,4,5,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
VDBGPMJFHCJMOL-UHFFFAOYSA-N,Alamifovir,1,-2,-2,0,0,3,8,9,VRTWBAAJJOHBQU-UHFFFAOYSA-N,Ledipasvir
HLFSDGLLUJUHTE-UHFFFAOYSA-N,Levamisole,1,-2,-2,0,0,3,4,4,FSVJFNAIGNNGKK-UHFFFAOYSA-N,(R)-Praziquantel
HWKZGVMRBIGKNW-FUVWEXRVSA-N,3Em,0,-2,-2,1,1,3,6,7,NCDNCNXCDXHOMX-XGKFQTDJSA-N,Ritonavir
ZVMMVSSEAMUNGI-UHFFFAOYSA-N,Chembl147806,0,-2,-2,3,3,3,4,5,OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine
LBSQECIRXSOKHJ-NTSWFWBYSA-N,"[[[[(2R,5S)-5-(4-Azanyl-5-Fluoranyl-2-Oxidanylidene-Pyrimidin-1-Yl)-1,3-Oxathiolan-2-Yl]Methoxy-Oxidanyl-Phosphoryl]Oxy-Oxidanyl-Phosphoryl]Amino]Phosphonic Acid",0,-2,-2,0,0,3,4,5,IACQCQDWSIQSRP-ZCFIWIBFSA-N,Tenofovir Diphosphate
CBYMMQQFLSFSMF-UHFFFAOYSA-N,CBYMMQQFLSFSMF-UHFFFAOYSA-N,0,-2,-2,0,0,3,4,5,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
OMGWFSBXWBDBBP-RDJANBOGSA-N,Chembl97409,0,-2,-2,0,0,3,9,10,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir
XVAPNQFQPDAROQ-IVKIZQIVSA-N,Chembl3391988,0,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
SYXYUKMELXLDBD-VXGABFOJSA-N,Cyclosporin Analogue 1,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
LPMXVESGRSUGHW-HDRVAVCDSA-N,Ouabain,1,-2,-2,1,1,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
TYFOVYYNQGNDKH-FSSWRSPMSA-N,Chembl409139,0,-2,-2,0,0,3,3,3,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
AFTUVCJBTTYRAU-UHFFFAOYSA-N,Chembl352398,0,-2,-2,0,0,3,3,3,UNKRRBWXJZNMAN-XLPZGREQSA-N,3'-Fluorothymidine-5'-Triphosphate
NPEONIHYDZZZGH-FAYQIQJBSA-N,Chembl2372485,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
GFIHWQCDCTUQOG-AZFAQCAQSA-N,Cyclosporin Analogue 49,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
VKXWOLCNTHXCLF-UHFFFAOYSA-N,Balapiravir,1,-2,-2,0,0,3,8,11,VRTWBAAJJOHBQU-UHFFFAOYSA-N,Ledipasvir
LPMXVESGRSUGHW-AFTLOTHPSA-N,Ouabain,1,-2,-2,1,1,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
KBHMEHLJSZMEMI-UHFFFAOYSA-N,Formycin,1,-2,-2,0,0,3,7,7,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
RQTDEOMWFUYHTD-LSPSMKDCSA-N,Chembl1818692,0,-2,-2,0,0,3,4,4,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
OBATZBGFDSVCJD-LALPQLPRSA-N,Deslanoside,1,-2,-2,0,0,3,3,3,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
NAVAKVLMYNSJOZ-QHFDVDKMSA-N,Chembl2372503,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
KBHMEHLJSZMEMI-KSYZLYKTSA-N,Formycin,1,-2,-2,0,0,3,7,7,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir
BXZGSIDSJSGAJE-UHFFFAOYSA-N,Chembl3604734,0,-2,-2,1,1,3,4,4,XEEQGYMUWCZPDN-DOMZBBRYSA-N,Mefloquine
LTMHDMANZUZIPE-YUICGFAKSA-N,Digoxin,1,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
IYDFPAWMYKBYLZ-HOXVUOHSSA-N,Chembl3344499,0,-2,-2,0,0,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
ZPEIMTDSQAKGNT-UHFFFAOYSA-N,Chlorpromazine,1,1,2,1,1,3,4,4,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,Chlorpromazine
OVNDMANGULXPPV-WIQLLUQNSA-N,Chembl3344502,0,-2,-2,1,1,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
RPJPZDVUUKWPGT-FOIHOXPVSA-N,9-(N-methyl-L-isoleucine)-cyclosporin A,1,-2,-2,0,0,3,3,3,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
LJKWEWJREYPGCW-HHXMPLFPSA-N,Chembl1911847,0,-2,-2,1,1,3,7,7,IWUCXVSUMQZMFG-AFCXAGJDSA-N,Levovirin
CQCAEOCIDCCJDQ-MLWJPKLSSA-N,Chembl370031,0,-2,-2,0,0,3,4,8,GLWHPRRGGYLLRV-XLPZGREQSA-N,Zidovudine Triphosphate
DJAWTLHBPPQMPV-RRPNLBNLSA-N,Nsc-181486,0,-2,-2,0,0,3,3,3,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Tetrandrine
MLBVMOWEQCZNCC-OEMFJLHTSA-N,Fosamprenavir,1,-2,-2,1,1,3,6,7,MLBVMOWEQCZNCC-UHFFFAOYSA-N,Fosamprenavir
ISAPITZZJOARIS-LIKNOFGHSA-N,Chembl2424817,0,-2,-2,0,0,3,3,3,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
QGFYFOHMBDMGBZ-UHFFFAOYSA-N,Isoquine,0,-2,-2,1,1,3,3,3,OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine
WQMLFJWIKARBFW-UHFFFAOYSA-N,CID12308633,0,-2,-2,0,0,3,4,4,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Proscillaridin
NPEONIHYDZZZGH-MCZUJRCLSA-N,Cyclosporin Analogue 41,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
SGNSJSCRNZVJBP-LHEWADCBSA-N,Chembl467975,0,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
NCDHMQVVFMQIMC-SFMLWONOSA-N,Chembl2424821,0,-2,-2,0,0,3,3,3,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
PGLJCSZNFGDTFZ-UHFFFAOYSA-N,19160-62-4,0,-2,-2,0,0,3,3,4,OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine
OQHSPFOUGNOEPN-UHFFFAOYSA-N,Chembl1198683,0,-2,-2,0,0,3,4,4,UNKRRBWXJZNMAN-XLPZGREQSA-N,3'-Fluorothymidine-5'-Triphosphate
VVCZULZDLJUPOE-PQOZBYRCSA-N,Chembl2424820,0,-2,-2,0,0,3,3,3,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin
DOMHWKQEPDYUQX-UHFFFAOYSA-N,Gitoformate,1,-2,-2,0,0,3,4,4,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
HDDQPUWVEGJFLL-WIQLLUQNSA-N,Chembl3344496,0,-2,-2,0,0,3,4,4,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain,1,0,0,3,3,3,3,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
XSIQEPCWFLJMJV-NMXROHBYSA-N,Chembl2372487,0,-2,-2,0,0,3,3,4,PMATZTZNYRCHOR-UHFFFAOYSA-N,Ciclosporin
UOKJOXGBXPVQIX-POYBYMJQSA-N,Chembl195111,0,-2,-2,0,0,3,4,4,UNKRRBWXJZNMAN-XLPZGREQSA-N,3'-Fluorothymidine-5'-Triphosphate
SYXYUKMELXLDBD-PLFKCFKRSA-N,Chembl2372494,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin,1,0,0,3,3,3,3,4,WDJUZGPOPHTGOT-XUDUSOBPSA-N,Digitoxin
LTMHDMANZUZIPE-UHFFFAOYSA-N,Digoxin,1,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
LPMXVESGRSUGHW-HPJJSBBWSA-N,Ouabain,1,-2,-2,1,1,3,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain
LTMHDMANZUZIPE-JEJJVJTCSA-N,Digoxin,1,-2,-2,0,0,3,4,4,LTMHDMANZUZIPE-PUGKRICDSA-N,Digoxin
NAVAKVLMYNSJOZ-PRSQUERXSA-N,Cyclosporin Analogue 15,0,-2,-2,0,0,3,3,3,OLROWHGDTNFZBH-XEMWPYQTSA-N,Alisporivir
ZYJUSNQMBUQVGJ-DJLDLDEBSA-N,5'-O-Triphosphomethyl-3-Fdt,0,-2,-2,0,0,3,5,5,UNKRRBWXJZNMAN-XLPZGREQSA-N,3'-Fluorothymidine-5'-Triphosphate
VRXFDHAGFYWGHT-UHFFFAOYSA-N,Desethylamodiaquine,0,-2,-2,3,3,3,4,4,WHTVZRBIWZFKQO-UHFFFAOYSA-N,Chloroquine
SGNCRBDRAPGGCK-UHFFFAOYSA-N,Ac1L8Rwl,0,-2,-2,1,1,3,3,3,WHTVZRBIWZFKQO-UHFFFAOYSA-N,Chloroquine
OQHSPFOUGNOEPN-RQJHMYQMSA-N,Ac1Lani6,0,-2,-2,0,0,3,4,4,UNKRRBWXJZNMAN-XLPZGREQSA-N,3'-Fluorothymidine-5'-Triphosphate
JFVZFKDSXNQEJW-UHFFFAOYSA-N,Tenofovir disoproxil,1,-2,-2,1,1,3,11,11,JUZYLCPPVHEVSV-UHFFFAOYSA-N,Elvitegravir
RXQFIJPCAOCJDB-OCGWQCRQSA-N,Chembl2372505,0,-2,-2,0,0,3,3,4,PMATZTZNYRCHOR-UHFFFAOYSA-N,Ciclosporin
VRTWBAAJJOHBQU-KMWAZVGDSA-N,Ledipasvir,1,-2,-2,2,2,2,4,6,VRTWBAAJJOHBQU-UHFFFAOYSA-N,Ledipasvir
SOOYKPKJBIMQGU-LBPRGKRZSA-N,Chembl2431082,0,-2,-2,1,1,2,2,2,NETXMUIMUZJUTB-UHFFFAOYSA-N,Apabetalone
NTSBDQLGAZMMFC-NSHDSACASA-N,Chembl2321996,0,-2,-2,0,0,2,2,2,XADCESSVHJOZHK-UHFFFAOYSA-N,Meperidine
YMARZQAQMVYCKC-OEMFJLHTSA-N,Amprenavir,1,-2,-2,0,0,2,2,2,NCDNCNXCDXHOMX-XGKFQTDJSA-N,Ritonavir
KJRMIEHLYHYEEN-AMFWULORSA-N,9A-Fluoro-Testosterone,0,-2,-2,1,1,2,3,4,WKRLQDKEXYKHJB-HFTRVMKXSA-N,Equilin
VBKYKUHUVHNPMS-KTJDEMTHSA-N,Arylsulfonamide 10C,0,-2,-2,0,0,2,3,4,MLBVMOWEQCZNCC-UHFFFAOYSA-N,Fosamprenavir
FTUSJUADLVNIGZ-VKJWDYEOSA-N,Chembl71849,0,-2,-2,0,0,2,2,2,QJJXYPPXXYFBGM-LFZNUXCKSA-N,Tacrolimus
JTFZQNJUWZQTAU-VDDIYKPWSA-N,N-Mcd4Ttp,0,-2,-2,0,0,2,6,6,GLWHPRRGGYLLRV-XLPZGREQSA-N,Zidovudine Triphosphate
MQDHGUHGLZWJBB-UHFFFAOYSA-N,"2-(4-Chlorophenoxy)-6-Methyl-2,3-Dihydro-1,3,2-Diazaphosphinin-4(1H)-One 2-Oxide",0,-2,-2,1,1,2,5,6,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Favipiravir
JNYUGWPUYNNZOZ-AWEZNQCLSA-N,Chembl2017289,0,-2,-2,0,0,2,2,2,DNVXATUJJDPFDM-KRWDZBQOSA-N,1268524-70-4
VVRZMYLMDPVHTL-UHFFFAOYSA-N,Chembl3581656,0,-2,-2,0,0,2,2,2,NETXMUIMUZJUTB-UHFFFAOYSA-N,Apabetalone
YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine,0,0,0,1,1,2,2,2,YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine
YMOJFSHKZITKAT-CGGNMZDOSA-N,Chembl366353,0,-2,-2,0,0,2,2,2,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Sirolimus
YUPDSCFYOHAMPZ-IYWJBJIBSA-N,CID54610693,0,-2,-2,0,0,2,2,2,RJURFGZVJUQBHK-IIXSONLDSA-N,Dactinomycin
NTSBDQLGAZMMFC-UHFFFAOYSA-N,Chembl2321995,0,-2,-2,0,0,2,2,2,XADCESSVHJOZHK-UHFFFAOYSA-N,Meperidine
OJOYNAWULBNFKO-UHFFFAOYSA-N,Chembl507213,0,-2,-2,0,0,2,3,4,PMJIHLSCWIDGMD-UHFFFAOYSA-N,Tideglusib
SBLJLZNNWZVTJV-BDVQHANOSA-N,Chembl435906,0,-2,-2,0,0,2,2,2,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Sirolimus
GKAJCVFOJGXVIA-DXKBKAGUSA-N,Rhapontin,0,-2,-2,2,2,2,2,2,HSTZMXCBWJGKHG-UHFFFAOYSA-N,Polydatin
BWLGESZOIWZYBW-UHFFFAOYSA-N,Schembl14793834,0,-2,-2,0,0,2,2,2,XASIMHXSUQUHLV-UHFFFAOYSA-N,Camostat
