inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
WMWTYOKRWGGJOA-ZHLGSTKJSA-N,Fluticasone propionate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LEXCUYJOSMWKSD-UHFFFAOYSA-N,Chembl258032,0,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VKMFDKYCIKEDMR-UHFFFAOYSA-N,Unii-Q85Iyk36S4,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VTDNMOIPAWUQFC-UHFFFAOYSA-N,Chembl80007,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
ISVKCDBNGIPSLZ-UHFFFAOYSA-N,Chembl311062,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VOVIALXJUBGFJZ-KWVAZRHASA-N,Budesonide,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WXURHACBFYSXBI-XHIJKXOTSA-N,Flumethasone,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MGNNYOODZCAHBA-GQKYHHCASA-N,Fluticasone,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XTULMSXFIHGYFS-VLSRWLAYSA-N,Fluticasone furoate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CIWBQSYVNNPZIQ-PKWREOPISA-N,Dexamethasone Dipropionate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WOFMFGQZHJDGCX-NKAORLCTSA-N,Mometasone furoate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RBJROVWIRLFZFC-PNLFXGMVSA-N,Prednisolone Steaglate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DQZBYMUDSJTGLY-UHFFFAOYSA-N,Chembl83781,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
JZAYUGIZPPLLGT-UHFFFAOYSA-N,Chembl173092,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WYQPLTPSGFELIB-JTQPXKBDSA-N,Difluprednate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IBZXUDZFZNREME-DFBFCLLYSA-N,Chembl1834536,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WOFMFGQZHJDGCX-ZULDAHANSA-N,Mometasone furoate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WHZRCUIISKRTJL-YTZKRAOUSA-N,Fluocortolone Caproate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ILKJAFIWWBXGDU-MOGDOJJUSA-N,Amcinonide,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YMBNTGAWHCIVEX-UHFFFAOYSA-N,Chembl151489,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
XWPWPHKNLRCSOK-UHFFFAOYSA-N,Chembl79668,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
FCXXSNGUDWIOQU-HJPURHCSSA-N,Chembl172807,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
BDSYKGHYMJNPAB-LICBFIPMSA-N,Halobetasol Propionate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FCXXSNGUDWIOQU-QMHKHESXSA-N,Chembl427116,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
ZJVHVRJRYKNARK-UHFFFAOYSA-N,Chembl401882,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
XAXUUHRSYQHGOZ-FXCZEWEHSA-N,Chembl302366,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BQTXJHAJMDGOFI-NJLPOHDGSA-N,Dexamethasone isonicotinate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YZVVGGTZPQAPIC-UHFFFAOYSA-N,Chembl151174,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WEEQOTXCUZRCLD-NSHDSACASA-N,Chembl293092,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
GYXQIQUDONKGID-UHFFFAOYSA-N,Chembl84227,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
MJFXQINBAMQTEC-HRAATJIYSA-N,Chembl323338,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
MJFXQINBAMQTEC-KKSFZXQISA-N,Chembl104625,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LRJOMUJRLNCICJ-JZYPGELDSA-N,Prednisolone Acetate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XSFBBGJZQQTFHV-LAUBAEHRSA-N,Chembl321349,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
CZRBQYYJVSDHMY-UHFFFAOYSA-N,Chembl219114,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WKOQGHBYQWAKIH-LBOXEOMUSA-N,Schembl16874655,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WVZSEUPGUDIELE-JTSKRJEESA-N,Ncgc00015899-01,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VVYCKPKSEYDOAF-UHFFFAOYSA-N,Chembl79540,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
SBQAKZYUNWNIRL-WIPKXTQKSA-N,Prednisolone Farnesylate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HUMXXHTVHHLNRO-KAJVQRHHSA-N,Prednisolone tebutate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CSOKNRXDEKJUFZ-UHFFFAOYSA-N,Chembl54778,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
HKWFOIOUBWUYKS-MWTISXFVSA-N,Chembl344512,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HVAIXAGEXCAFHX-UHFFFAOYSA-N,Chembl449704,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
STUATRUKRPVHDN-WMZHIEFXSA-N,Chembl106191,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
DLVOSEUFIRPIRM-KAQKJVHQSA-N,Hydrocortisone cypionate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VNGWBSXDGQZSFL-JMNKBGBLSA-N,3331-71-3,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ATRIUXCDTABZSH-GJIXVOHXSA-N,Chembl83845,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ITGLZIFDZRGHLP-JYJGEGPXSA-N,Chembl311802,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KSRIKGOILKPPNR-GXZDQMACSA-N,Chembl1917416,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VBQGLKVYZYVDKA-UHFFFAOYSA-N,Chembl81983,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
OLGIWXISMDCNKB-JYJGEGPXSA-N,Chembl81387,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SNHRLVCMMWUAJD-SUYDQAKGSA-N,Betamethasone Valerate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SYYKYYJFGJHYGB-UHFFFAOYSA-N,Chembl310632,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
UPGFSDYCNLVAHR-MYBFCEEUSA-N,Chembl143729,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NXWYICVCGHHJOR-UHFFFAOYSA-N,Chembl1289403,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
GGUSQTSTQSHJAH-UHFFFAOYSA-N,Eliprodil,1,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
XCBFDMFJYYJHAL-UHFFFAOYSA-N,Chembl220775,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WOFMFGQZHJDGCX-CLWZPKSSSA-N,Mometasone furoate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CTKMBLPPDDQOSU-JPYVRCQISA-N,1879-72-7,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UYNVMODNBIQBMV-KKSFZXQISA-N,Ifenprodil,1,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LEHFPXVYPMWYQD-XHIJKXOTSA-N,Ulobetasol,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CIWBQSYVNNPZIQ-XYWKZLDCSA-N,Betamethasone Dipropionate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JBDGVYISKMAKJX-LAUBAEHRSA-N,Chembl420289,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
QZCFWXKDDJAIKH-UHFFFAOYSA-N,Chembl311884,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WEGNFRKBIKYVLC-XTLNBZDDSA-N,Flunisolide acetate,1,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XUIIEFRDBMIDAY-UHFFFAOYSA-N,Chembl312721,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
CRPUXBKNGRLLDG-OKKNSTDLSA-N,Chembl1940548,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IMBXEJJVJRTNOW-XYMSELFBSA-N,Methylprednisolone hemisuccinate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SOQJPQZCPBDOMF-YCUXZELOSA-N,Betamethasone 17-Benzoate,0,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HYRKAAMZBDSJFJ-LFDBJOOHSA-N,Paramethasone acetate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QEMSVZNTSXPFJA-HNAYVOBHSA-N,Traxoprodil,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
YICPRNFRCVOHKV-UHFFFAOYSA-N,Chembl1778865,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
OEZBWLHAAKESCK-QMTMZHOHSA-N,Chembl315931,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BISFDZNIUZIKJD-XDANTLIUSA-N,Pivalone,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UYNVMODNBIQBMV-UHFFFAOYSA-N,Ifenprodil,1,3,5,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
JYSPUXVXLLZVOP-UHFFFAOYSA-N,Chembl255697,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LQEOLCFSXOKBOO-UHFFFAOYSA-N,Chembl257783,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
UWGRWFCLGQWKPR-GSTUPEFVSA-N,Difluocortolone pivalate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FNPXMHRZILFCKX-KAJVQRHHSA-N,Prednicarbate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FACWRFJFXCBAEV-GIHRJZAFSA-N,Chembl3273976,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JWRMHDSINXPDHB-UZNGINFASA-N,Flumetasone 21-Pivalate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FXEMVMUWTJUWJB-DKOUAETMSA-N,Dexamethasone Beloxil,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VVFBLNODTINYDD-UHFFFAOYSA-N,Chembl151428,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
OGVFMJNCHAWNNN-UHFFFAOYSA-N,Chembl84239,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
ILKJAFIWWBXGDU-FSEVXBJGSA-N,Amcinonide,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SXHFOZMDNMIMRF-UHFFFAOYSA-N,Chembl81204,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
SNHRLVCMMWUAJD-OMPPIWKSSA-N,Dexamethasone Valerate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AKUJBENLRBOFTD-QZIXMDIESA-N,Dexamethasone acetate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BGXTYTCBNXGQNV-UHFFFAOYSA-N,Chembl146764,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VOVIALXJUBGFJZ-VXKMTNQYSA-N,Budesonide,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FCSHDIVRCWTZOX-DVTGEIKXSA-N,Clobetasol,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XWTIDFOGTCVGQB-FHIVUSPVSA-N,Fluocortin Butyl,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BMCQMVFGOVHVNG-TUFAYURCSA-N,Hydrocortisone butyrate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WPBRSJXCRWSAHJ-UHFFFAOYSA-N,Chembl48029,0,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
WVZSEUPGUDIELE-HTAPYJJXSA-N,Ro-25-6981,0,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
SIPVTPUQMGMVGR-OXJNMPFZSA-N,Chembl262807,0,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LUKZNWIVRBCLON-GXOBDPJESA-N,Ciclesonide,1,3,5,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FNTOZAIVEXRQPK-AUXVOCDASA-N,Chembl144319,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KUVIULQEHSCUHY-XYWKZLDCSA-N,Beclomethasone dipropionate,1,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XSFJVAJPIHIPKU-XWCQMRHXSA-N,Flunisolide,1,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DDIWRLSEGOVQQD-BJRLRHTOSA-N,Dexamethasone Acefurate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FZCHYNWYXKICIO-FZNHGJLXSA-N,Hydrocortisone valerate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
TZIZWYVVGLXXFV-FLRHRWPCSA-N,Triamcinolone Hexacetonide,0,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NJNWEGFJCGYWQT-VSXGLTOVSA-N,Fluclorolone acetonide,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XGIFPVDQRHSUJX-VXKWHMMOSA-N,Chembl321428,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LUKZNWIVRBCLON-UHFFFAOYSA-N,Ciclesonide,1,-2,-2,1,1,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DUHMEXGGVGTKKD-NFRRBDOJSA-N,Chembl146781,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GVXRNVRTZGRWBH-UHFFFAOYSA-N,Chembl3357786,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
SWJSKHQZLJYDSG-UHFFFAOYSA-N,Chembl106969,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
SAVSWSLDYAAIDF-VNRXVJIBSA-N,Chembl414449,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XTULMSXFIHGYFS-UHFFFAOYSA-N,Fluticasone furoate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GGUSQTSTQSHJAH-HXUWFJFHSA-N,Eliprodil,1,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
JKHKJUWIHNVFFI-UHFFFAOYSA-N,Chembl79769,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
YZFVGINTZAFMNW-UHFFFAOYSA-N,Chembl79904,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
RFZQVGCGPXJANP-UHFFFAOYSA-N,Chembl79593,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
QACNECMKUYVFOD-YNFGGEGVSA-N,Chembl158091,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HJRGLUUTXXPQKZ-OYHNWAKOSA-N,Chembl366809,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
UYNVMODNBIQBMV-HRAATJIYSA-N,Ifenprodil,1,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
DGYSDXLCLKPUBR-SLPNHVECSA-N,Prednisolone Valerate Acetate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FMCPCSGAJIHZSJ-OXJNMPFZSA-N,Chembl107055,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
ICVMSJILXTXUTA-PGRDOPGGSA-N,Chembl105870,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
FOGXJPFPZOHSQS-AYVLZSQQSA-N,Hydrocortisone probutate,1,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JZVJRTGGBBBBGO-JCEIUHPQSA-N,Chembl1940694,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZALGNZKPJDVGDG-UHFFFAOYSA-N,Chembl96744,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
CXXDJMVTFRIRLV-DTFHPPAFSA-N,Chembl52148,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XSFBBGJZQQTFHV-UWJYYQICSA-N,Chembl102242,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
XBGIMQCGDSYYIA-UHFFFAOYSA-N,Chembl419478,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
LZAJCBKXRGTZBY-UHFFFAOYSA-N,Chembl149054,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
FBRAWBYQGRLCEK-AVVSTMBFSA-N,Clobetasone Butyrate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DTKAPNGGIREIRO-SUMWQHHRSA-N,Chembl104363,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
VXOWJCTXWVWLLC-REGDIAEZSA-N,Betamethasone Butyrate Propionate,0,-2,-2,0,0,1,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HEKDMXHYHIQUPO-UHFFFAOYSA-N,Chembl545284,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
IPSPEWKFMKDKSD-UHFFFAOYSA-N,Chembl309918,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
ZSPUPDLIDVSXPC-SFTDATJTSA-N,Chembl104314,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
UYNVMODNBIQBMV-BJQOMGFOSA-N,Ifenprodil,1,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
UYNVMODNBIQBMV-IIBYNOLFSA-N,Ifenprodil,1,-2,-2,1,1,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
DNDXMHMLUZVSPN-UHFFFAOYSA-N,Chembl312384,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
DJXXIZYLWLRREJ-UHFFFAOYSA-N,Chembl413998,0,-2,-2,0,0,1,1,1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
