inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
CHZAWGZUVVSSTI-UHFFFAOYSA-N,Schembl1528750,0,-2,-2,8,1,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
WPXBDBHYTQROJA-UHFFFAOYSA-N,"Triazole, 3N",0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SJBCEYUECWKTOR-UHFFFAOYSA-N,4-Chloro-2-{[(2-Chloro-4-Nitrophenyl)Amino]Carbonyl}-6-Methylphenyl Acetate,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
NRMXUVXZYCBQRM-UHFFFAOYSA-N,Mls000765211,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DYDUEZDUGQXVHR-UHFFFAOYSA-N,Mls002693849,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZLOXYEZYWCTXHU-UHFFFAOYSA-N,Tenonitrozole,1,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WIVBWTCSGYLKIE-UHFFFAOYSA-N,St50666358,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VFZWFPLGVTZWTQ-UHFFFAOYSA-N,Bas 00855991,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IEDNKRDFNMBTOL-UHFFFAOYSA-N,Mls002171184,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DWTASHGCZIDBGZ-UHFFFAOYSA-N,Ac1Mch2E,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YSUBAKMTZJCMPW-UHFFFAOYSA-N,Mls000708258,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RWEVIPRMPFNTLO-UHFFFAOYSA-N,AZD-8330,1,-2,-2,8,1,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
ZTSYYNKGZDDRHR-UHFFFAOYSA-N,Mls001017317,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KJVIHBJOUTXHDU-UHFFFAOYSA-N,Mls000722357,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YQXCEIWBUQMPMX-UHFFFAOYSA-N,Mls000764692,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,,Levamisole,Benzylpenicillin,
RNFCQIOHQPIUOI-UHFFFAOYSA-N,2-Nitro-N-Phenylbenzamide,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CTHNKWFUDCMLIQ-UHFFFAOYSA-N,No-Aspirin,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SPNKLYOUOJJHBK-UHFFFAOYSA-N,Nsc 311727,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PXCPARRRVHBMBK-ZZXKWVIFSA-N,Ac1Nrftb,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LTNDMQJXEDUHAD-UHFFFAOYSA-N,Chembl3343866,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HUHQPZXYXMNRGW-UHFFFAOYSA-N,Chembl506373,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
BWLCCIHERVQBCS-UHFFFAOYSA-N,"Butanamide, 3-Methyl-N-(5-Nitro-2-Thiazolyl)-",0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UPIAKWZLXTWRNR-UHFFFAOYSA-N,N-Benzothiazol-2-Yl-2-Methoxy-Benzamide,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WPDDCDPPSHTJDH-UHFFFAOYSA-N,"2-(2,5-Dimethoxyphenylcarbamoyl)Phenyl Acetate",0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RMSQNMRPJFOXMJ-UHFFFAOYSA-N,"Triazole, 3G",0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BJDSHDHLPAZHLV-UHFFFAOYSA-N,"N-(5-Nitro-1,3-Thiazol-2-Yl)-2-Furamide",0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UKCYXJSMXMIPPN-UHFFFAOYSA-N,Ac1Mch2G,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,Acetylsalicylic acid,1,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PQSHNLHSNRWFDA-UHFFFAOYSA-N,St51029190,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GSLVKBRGRSHUAU-UHFFFAOYSA-N,Chembl201426,0,-2,-2,8,1,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
MYGVCLCQXLGEHR-UHFFFAOYSA-N,Mls002171146,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YAEMHJKFIIIULI-UHFFFAOYSA-N,N-(4-Methoxybenzyl)-N'-(5-Nitro-13-Thiazol-2-Yl)Urea,1,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,CZFFBEXEKNGXKS-UHFFFAOYSA-N,,Levamisole,Raltegravir,
CKDGJQLBXUOVSI-UHFFFAOYSA-N,Kinome_2841,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,CZFFBEXEKNGXKS-UHFFFAOYSA-N,,Levamisole,Raltegravir,
XTZCANWHGGPKNY-UHFFFAOYSA-N,Chembl3322832,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JDONHMOMQILGDY-UHFFFAOYSA-N,Chembl465109,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
LXDXKFNZVSTMIS-UHFFFAOYSA-N,Mls000521847,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DNTSIBUQMRRYIU-UHFFFAOYSA-N,2-chloro-5-nitro-N-phenylbenzamide,1,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
HMAJVAFLGGPIPN-UHFFFAOYSA-N,Disperse Blue 124,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZRGWZLULKVTFGU-UHFFFAOYSA-N,Mls001035570,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IKMGUFBLMPRXEX-UHFFFAOYSA-N,Chembl3322847,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YWGCODBJPUZBRI-UHFFFAOYSA-N,Mls001219053,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AANZMQGEJIZNKQ-UHFFFAOYSA-N,Mls000538897,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XQBAOTULQYYESW-UHFFFAOYSA-N,Ac1Mgyma,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HSPKPPHNQJNEDV-UHFFFAOYSA-N,Mls000689194,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NXKIMXJJWOXMMH-UHFFFAOYSA-N,St50630855,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ONLMRIYNWGCRLQ-UHFFFAOYSA-N,Smr000196165,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PTBAZLJPSSJIEM-UHFFFAOYSA-N,Chembl481781,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
QYKQHNTWQJPQOZ-UHFFFAOYSA-N,Chembl503022,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FQSUTLQHSDLLAN-UHFFFAOYSA-N,Nithiazide,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HOYVECBZYTUZCH-ISLYRVAYSA-N,HOYVECBZYTUZCH-ISLYRVAYSA-N,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YGZFJEKSLROESA-UHFFFAOYSA-N,N-(3-Bromophenyl)-2-Methyl-3-Nitrobenzamide,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CBRUAMMPCJIORF-UHFFFAOYSA-N,St50002540,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FUTVAINFFRUWFA-UHFFFAOYSA-N,Gnf-Pf-3411,0,-2,-2,8,1,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Niclosamide,Selumetinib,
CFKDEUNGHFBINR-UHFFFAOYSA-N,Ac1Msrcg,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QPVMBGKTIPULLL-UHFFFAOYSA-N,F2750-0098,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WOGZFCMBPXJNFI-UHFFFAOYSA-N,Chembl1609857,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
MBBBYTSYHZTASW-ULUSZKPHSA-N,Mls002152963,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PTMZXADOSXEJNS-UHFFFAOYSA-N,Mls002159188,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UJQWTYBGEWAHFC-UHFFFAOYSA-N,Ac1Mfu8N,0,-2,-2,8,0,1,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DFZYFPQNTOHICU-UHFFFAOYSA-N,Chembl482377,0,-2,-2,8,0,1,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
JXVHQHBMOSSYBX-UHFFFAOYSA-N,Schembl2574112,0,-2,-2,7,0,1,3,KTUFNOKKBVMGRW-UHFFFAOYSA-N,PHXJVRSECIGDHY-UHFFFAOYSA-N,HSTZMXCBWJGKHG-UHFFFAOYSA-N,Imatinib,Ponatinib,Polydatin
AFMXVBAHMGWYAZ-UHFFFAOYSA-N,Chembl1079113,0,-2,-2,7,1,1,2,KTUFNOKKBVMGRW-UHFFFAOYSA-N,PHXJVRSECIGDHY-UHFFFAOYSA-N,,Imatinib,Ponatinib,
JHMBUEWQJDGKGS-UHFFFAOYSA-N,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,1,-2,-2,7,1,1,2,KTUFNOKKBVMGRW-UHFFFAOYSA-N,PHXJVRSECIGDHY-UHFFFAOYSA-N,,Imatinib,Ponatinib,
FPXFGQWJDCLQGG-UHFFFAOYSA-N,Chembl2337034,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
DIMJVBOEXNWPOG-UHFFFAOYSA-N,Chembl2326743,0,-2,-2,6,1,1,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,,,Niclosamide,,
ACMFHCYKNJMZTC-UHFFFAOYSA-N,Chembl1169996,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
DFRXOAYWYDHHKV-UHFFFAOYSA-N,Schembl1528675,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
NYPIRLYMDJMKGW-UHFFFAOYSA-N,Schembl471142,0,-2,-2,6,1,1,1,SDUQYLNIPVEERB-QPPQHZFASA-N,TTZHDVOVKQGIBA-IAAJYNJHSA-N,,Gemcitabine,Sofosbuvir,
MKWAVLAGRZELNQ-UHFFFAOYSA-N,Schembl1562333,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
LNCZLEZOTUBASE-UHFFFAOYSA-N,Chembl371693,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
HUMMVNJAWBBCAO-UHFFFAOYSA-N,Ac1Lpgg3,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
SIWASSLWJNRVAY-UHFFFAOYSA-N,Tcmdc-124051,0,-2,-2,6,1,1,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,,,Niclosamide,,
CCSNFGDBPDCBMT-UHFFFAOYSA-N,Mls000579424,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
ILZBTXJTJLPKLA-UHFFFAOYSA-N,2-Hydroxy-N-(4-Methyl-2-Nitrophenyl)-3-Nitrobenzamide,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
XRPZIRVAHVILRN-UHFFFAOYSA-N,Schembl1561986,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
ZPKNZPBJSQINGV-UHFFFAOYSA-N,Schembl1561915,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
CUZXYDBOYIURJR-UHFFFAOYSA-N,Ac1Mh0H2,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
YYIJQLXUSZWHSA-UHFFFAOYSA-N,Schembl1529038,0,-2,-2,6,1,1,1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,,Trametinib,,
REMYZOSCCVDLDL-UHFFFAOYSA-N,391211-97-5,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
RUDJKYDSHDKIDL-UHFFFAOYSA-N,Chembl1684072,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
GFMMXOIFOQCCGU-UHFFFAOYSA-N,CI-1040,1,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
JZOWPVCCPGKWFQ-UHFFFAOYSA-N,Schembl1561874,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
HOVDQMQICNYYLL-UHFFFAOYSA-N,Schembl1562547,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
PPWZJWBTTSZJNT-UHFFFAOYSA-N,Chembl521652,0,-2,-2,6,0,1,2,KTUFNOKKBVMGRW-UHFFFAOYSA-N,HSTZMXCBWJGKHG-UHFFFAOYSA-N,,Imatinib,Polydatin,
YTRZECXZWMDVSD-FTLITQJKSA-N,Chembl3236424,0,-2,-2,6,1,1,1,SDUQYLNIPVEERB-QPPQHZFASA-N,TTZHDVOVKQGIBA-IAAJYNJHSA-N,,Gemcitabine,Sofosbuvir,
AVGMZZMVFXLTSU-UHFFFAOYSA-N,Schembl1562167,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
DIVVSBMSSSTKSJ-UHFFFAOYSA-N,Schembl3637790,0,-2,-2,6,1,1,1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,,,Imatinib,,
QNOSXWRXEWRKNE-UHFFFAOYSA-N,Chembl1169999,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
PKYOKWSTIYSJTO-UHFFFAOYSA-N,Ac1Njv1M,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
QPKZNXSXCNZSDC-UHFFFAOYSA-N,Azd0530 Analogue 16,0,-2,-2,6,1,1,1,OUKYUETWWIPKQR-UHFFFAOYSA-N,,,Saracatinib,,
FCADPEDUULETPK-SECBINFHSA-N,2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-23-dihydroxypropyl]oxy}-34-difluorobenzamide,1,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
KZRPLGCWNHYBDB-UHFFFAOYSA-N,Chembl1684060,0,-2,-2,6,1,1,1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,,Trametinib,,
HLVABCCFSGZLMQ-UHFFFAOYSA-N,Schembl1561914,0,-2,-2,6,0,1,2,CYOHGALHFOKKQC-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,,Selumetinib,Trametinib,
ACWZRVQXLIRSDF-UHFFFAOYSA-N,Binimetinib,1,-2,-2,6,1,1,1,CYOHGALHFOKKQC-UHFFFAOYSA-N,,,Selumetinib,,
CUXIKNHTPAMWFE-UHFFFAOYSA-N,5-Bromo-2-Chloro-N-(4-Methoxy-2-Nitrophenyl)Benzamide,0,-2,-2,6,0,0,2,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
WRHOGNMBUWCIAC-UHFFFAOYSA-N,Chembl1169814,0,-2,-2,6,0,1,2,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CYOHGALHFOKKQC-UHFFFAOYSA-N,,Trametinib,Selumetinib,
KYHUYMLIVQFXRI-KJNZDXKESA-N,Didemnin B,0,-2,-2,6,1,1,1,UUSZLLQJYRSZIS-LXNNNBEUSA-N,RJURFGZVJUQBHK-IIXSONLDSA-N,,Plitidepsin,Dactinomycin,
