inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
QYNCJYWGTMZSNV-GVDBMIGSSA-N,Ac1Larpy,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
UZOVWFQVJCMDDP-YNEHKIRRSA-N,Carbocyclic Analogue 7,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
XJOGOXCVUUHNTA-WNRNVDISSA-N,Ac1Larqa,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
JPGVNBPJSYNZSP-HBNTYKKESA-N,Chembl55921,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
MUAKAPZVYKVOTQ-BFHYXJOUSA-N,Ac1Ns6Iz,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
ZDYZHXUKXANZNA-HBNTYKKESA-N,Ac1Ns6Jb,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
ZXZWQHMARLSKTR-CYZMBNFOSA-N,Chembl295490,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
DPQKJENVAJYKEE-LBILDAKZSA-N,Chembl2068996,0,-2,-2,8,0,0,5,LPMXVESGRSUGHW-HBYQJFLCSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Ouabain,Digoxin,Proscillaridin
JYKBQWDGVKFSAL-UHFFFAOYSA-N,JYKBQWDGVKFSAL-UHFFFAOYSA-N,0,-2,-2,8,0,0,5,FSVJFNAIGNNGKK-UHFFFAOYSA-N,CZFFBEXEKNGXKS-UHFFFAOYSA-N,JHVAMHSQVVQIOT-MFAJLEFUSA-N,(R)-Praziquantel,Raltegravir,Anidulafungin
UYALZNMVEXNFGI-GVDBMIGSSA-N,Chembl325456,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
JPSIECUFNYIDPF-IACUBPJLSA-N,Chembl161629,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
YORQPJJSBLLNJV-CYZMBNFOSA-N,Chembl57336,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
GLTBEVKCDJQDEE-FCGDIQPGSA-N,Ac1Larqm,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
ZWMPSPHOEVSYSR-JCGRVDTESA-N,Chembl2165375,0,-2,-2,8,0,0,4,BLMPQMFVWMYDKT-UHFFFAOYSA-N,ONJZYZYZIKTIEG-CFBQITSMSA-N,AOCCBINRVIKJHY-UHFFFAOYSA-N,Carfilzomib,(3s6s9r10r11s12s13e15e18s21s)-18-{(1e3e7s8s)-9-[(2s3r4s5s6r9s11s)-9-Ethyl-4-Hydroxy-3511-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-17-Dimethylnona-13-Dienyl}-1012-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-,Carmofur
QDTOXMHZBDQZIZ-YNEHKIRRSA-N,Ac1Larpm,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
KYFVIKVFRPMLPH-LSCVPOLPSA-N,Carbocyclic Analog 17,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
CJRHXCLZYDLFTK-RRFJBIMHSA-N,Ac1Ns6Iq,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
JSSVBLPCZUAOLK-HOSYDEDBSA-N,Carbocyclic Analogue 13,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
HGYRNBWLYZJBDT-YNEHKIRRSA-N,Chembl1270126,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
MILZGVDOBKGGQY-XQQFMLRXSA-N,Chembl52723,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
MSQFCWWHCMTEME-JMJZKYOTSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[Methyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
VIPZFBVMNXXPOS-IQJOONFLSA-N,Ac1Ns6J8,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
OUAUXLZKLYVTSH-UHFFFAOYSA-N,Chembl330146,0,-2,-2,8,0,1,4,GYQYAJJFPNQOOW-UHFFFAOYSA-N,BPBPYQWMFCTCNG-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,Gilteritinib,PX-12,Valproic Acid
QHTLPWXBPOENQB-KTGBMRPESA-N,Chembl555674,0,-2,-2,8,0,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Ouabain,Digoxin,Proscillaridin
SVNMOASEXDAETI-ZLKJLUDKSA-N,Chembl346767,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
VADZKAJAILWNSI-RCCFBDPRSA-N,Carbocyclic Analogue 41,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
SYMUFQWWJBHWKE-HBNTYKKESA-N,Ac1La28X,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
YSTLRIPWHBZYEM-YNEHKIRRSA-N,Ac1Ns6Ih,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
FBEKRJIKDMARPJ-RRFJBIMHSA-N,Ac1Larqj,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
OZPCIPJYBDQSKH-QJPTWQEYSA-N,Carbocyclic Analogue 35,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
LPMXVESGRSUGHW-HBYQJFLCSA-N,Ouabain,1,0,0,8,1,3,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Ouabain,Digoxin,Proscillaridin
JGHGNWBFWJQGDZ-GVDBMIGSSA-N,Ac1Ns6In,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
AASCKLXRKILUGL-UHFFFAOYSA-N,Einecs 258-028-6,0,-2,-2,8,0,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Ouabain,Digoxin,Proscillaridin
RUXBAAFLWYBMAI-YNEHKIRRSA-N,Ac1Ns6Je,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
XAOXVEKLSJSSHZ-BFHYXJOUSA-N,Ac1Ns6Iw,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
GXYKQROUIHVBLB-DBMJAXCJSA-N,Chembl3344497,0,-2,-2,8,1,2,3,PMATZTZNYRCHOR-UHFFFAOYSA-N,OLROWHGDTNFZBH-XEMWPYQTSA-N,PMATZTZNYRCHOR-CGLBZJNRSA-N,Ciclosporin,Alisporivir,Ciclosporin
VOPLDVVYCKXZGJ-IVZWLZJFSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(3,3,3-Trifluoropropoxy)Cyclohexene-1-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
TTYVWILEGNYIQI-XLPZGREQSA-N,Carbocyclic Analogue 31,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
DLUDMOWAEDKCDD-YNEHKIRRSA-N,Chembl320978,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
MYLKRBMLLOGEBS-NGSVMEPUSA-N,Ac1Larrm,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
KSPORGXVFPIYIQ-QJPTWQEYSA-N,Carbocyclic Analogue 60,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
YUHQWGSXKIGZSX-IVZWLZJFSA-N,Chembl309419,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
FYSOMEMGLOCHIM-BFHYXJOUSA-N,Ac1Larrg,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
UHUIIWFIVBGZEX-QJPTWQEYSA-N,Chembl53507,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
WRJITTKUXGEQBF-KJKBHKFMSA-N,Archazolid F,0,-2,-2,8,0,0,5,AOCCBINRVIKJHY-UHFFFAOYSA-N,BLMPQMFVWMYDKT-UHFFFAOYSA-N,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Carmofur,Carfilzomib,Chebi:125390
VPSWGLHADLBZCW-CSJYPWDASA-N,12Beta-Hydroxycalotropin,0,-2,-2,8,1,3,4,MYEJFUXQJGHEQK-ALRJYLEOSA-N,LPMXVESGRSUGHW-HBYQJFLCSA-N,DOMWKUIIPQCAJU-LJHIYBGHSA-N,Proscillaridin,Ouabain,Hydroxyprogesterone caproate
YQUCNOUQEZHVSC-JMJZKYOTSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-(Diethylcarbamoyl)-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
MMVFSYQYYBURNA-DJLDLDEBSA-N,Carbocyclic Analogue 32,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
IFVFIIXCVGQYPA-KZOYMVCMSA-N,IFVFIIXCVGQYPA-KZOYMVCMSA-N,0,-2,-2,8,0,1,4,CGZOGNUFXMNYEI-UDUHKTKDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,STQGQHZAVUOBTE-VGBVRHCVSA-N,Chebi:125390,Proscillaridin,Daunorubicin
SUWQGLGDFGHZNH-WBWZXODPSA-N,SUWQGLGDFGHZNH-WBWZXODPSA-N,0,-2,-2,8,0,1,7,CGZOGNUFXMNYEI-UDUHKTKDSA-N,JHVAMHSQVVQIOT-MFAJLEFUSA-N,LPMXVESGRSUGHW-HBYQJFLCSA-N,Chebi:125390,Anidulafungin,Ouabain
DLBPVPLABVAVJF-XLPZGREQSA-N,Carbocyclic Analogue 58,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
LERGIFKZIYQODU-UHFFFAOYSA-N,LERGIFKZIYQODU-UHFFFAOYSA-N,0,-2,-2,8,0,1,7,CGZOGNUFXMNYEI-UDUHKTKDSA-N,JHVAMHSQVVQIOT-MFAJLEFUSA-N,LPMXVESGRSUGHW-HBYQJFLCSA-N,Chebi:125390,Anidulafungin,Ouabain
HQIVDWCSVLHHIC-IGQOVBAYSA-N,Carbocyclic Analogue 45,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
TXXPTEJSSVMAFL-YNEHKIRRSA-N,Chembl81717,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
RFONMZKOXSGBKR-NWANDNLSSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-(Dibutylcarbamoyl)-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
PBGQJNIKRSVZMP-USWWRNFRSA-N,Chembl55119,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
FNCJWVGYTHJBEJ-HBNTYKKESA-N,Ac1Ns6J2,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
IWSDOYGCCUCLPE-MVWJERBFSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[Ethyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
GRDCBQGRBJQGMO-BFHYXJOUSA-N,Carbocyclic Analogue 8,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
LNYIJBSSELCSKA-UHFFFAOYSA-N,Integrastatin A,0,-2,-2,8,1,1,6,JUZYLCPPVHEVSV-UHFFFAOYSA-N,CGZOGNUFXMNYEI-UDUHKTKDSA-N,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Elvitegravir,Chebi:125390,Raltegravir
IRCLZBUBOWPFCH-UHFFFAOYSA-N,CID23638675,0,-2,-2,8,0,1,7,CGZOGNUFXMNYEI-UDUHKTKDSA-N,GLVAUDGFNGKCSF-UHFFFAOYSA-N,JHVAMHSQVVQIOT-MFAJLEFUSA-N,Chebi:125390,Mercaptopurine,Anidulafungin
UNJFVQQPDOQFDW-HBNTYKKESA-N,Carbocyclic Analogue 3,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
NPHHLSOQKLWOCK-AHIYZFNLSA-N,Ghalakinoside,0,-2,-2,8,0,4,4,LPMXVESGRSUGHW-HBYQJFLCSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,MYEJFUXQJGHEQK-ALRJYLEOSA-N,Ouabain,Digoxin,Proscillaridin
CHIXWEQVFWGQTK-JMJZKYOTSA-N,Chembl1161284,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
IVYNKQOIDZJJMP-FFSHHJQWSA-N,Chembl3138501,0,-2,-2,8,0,0,5,JHVAMHSQVVQIOT-MFAJLEFUSA-N,KQXDHUJYNAXLNZ-XQSDOZFQSA-N,LTMHDMANZUZIPE-PUGKRICDSA-N,Anidulafungin,Salinomycin,Digoxin
SXSWDQYDUTZALK-BFHYXJOUSA-N,Ac1Ns6Ik,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
QQJHJEFLKIICMG-IVZWLZJFSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(Methoxymethoxy)Cyclohexene-1-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
BZVDPXGVFDPKBR-NWANDNLSSA-N,Chembl422016,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
VDBGPMJFHCJMOL-UHFFFAOYSA-N,Alamifovir,1,-2,-2,8,0,1,4,JUZYLCPPVHEVSV-UHFFFAOYSA-N,MCGSCOLBFJQGHM-UHFFFAOYSA-N,DLZUBMGMHUNDLF-UHFFFAOYSA-N,Elvitegravir,Abacavir,Chebi:125460
FIZVYICXTDGLOE-IACUBPJLSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[Butyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
LSTDSHDWUMFIPV-DJLDLDEBSA-N,"(3R,4R,5S)-5-Amino-3-Propoxy-4-[(2,2,2-Trifluoroacetyl)Amino]Cyclohexene-1-Carboxylic Acid",0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
WEUWRQVKQNNAEK-INDMIFKZSA-N,Ac1Nuzfn,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
SNPFQPYAZIIERE-CWPPHPDTSA-N,Carbocyclic Analogue 44,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
NXAIKJLHJJDCAN-QJPTWQEYSA-N,Ac1Ns6Ie,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
HESMZQCHCXNOIK-QJPTWQEYSA-N,Carbocyclic Analogue 42,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
XRQDFNLINLXZLB-CKIKVBCHSA-N,Peramivir,1,-2,-2,8,0,1,4,KJFBVJALEQWJBS-XUXIUFHCSA-N,CZFFBEXEKNGXKS-UHFFFAOYSA-N,FHCUMDQMBHQXKK-UHFFFAOYSA-N,Maribavir,Raltegravir,Velpatasvir
HXGVFIWGGUQRIO-YNEHKIRRSA-N,Ac1Ns6It,0,-2,-2,8,0,1,1,DNVXATUJJDPFDM-KRWDZBQOSA-N,,,1268524-70-4,,
FKAWLXNLHHIHLA-YCBIHMBMSA-N,Calyculin A,1,-2,-2,7,0,1,6,NIJJYAXOARWZEE-UHFFFAOYSA-N,GLVAUDGFNGKCSF-UHFFFAOYSA-N,IAKHMKGGTNLKSZ-INIZCTEOSA-N,Valproic Acid,Mercaptopurine,Colchicine
PPJIBLVQVUXTHI-RFLZHFSGSA-N,PPJIBLVQVUXTHI-RFLZHFSGSA-N,0,-2,-2,7,0,0,4,CGZOGNUFXMNYEI-UDUHKTKDSA-N,JHVAMHSQVVQIOT-MFAJLEFUSA-N,DNVXATUJJDPFDM-KRWDZBQOSA-N,Chebi:125390,Anidulafungin,1268524-70-4
